sample_id	computed_gender	call_rate	lrr_median	lrr_sd	lrr_auto	baf_sd	baf_conc	baf_auto	n_sites	n_hets	x_nonpar_n_hets	par1_n_hets	xtr_n_hets	par2_n_hets	x_nonpar_baf_corr	x_nonpar_lrr_median	y_nonpar_lrr_median	mt_lrr_median	lrr_gc_rel_ess	lrr_gc_0	lrr_gc_1	lrr_gc_2
GSM2401109	F	0.9889	0.0045	0.2067	0.0207	0.0423	0.5004	0.0054	164515	40792	767	193	0	0	0.0395	0.0220	nan	nan	0.1983	1.5083	-6.0560	5.7151
GSM2401110	F	0.9878	0.0045	0.1615	0.0162	0.0470	0.4927	0.0088	164518	42258	1057	196	0	0	0.0451	0.0200	nan	nan	0.1290	0.9643	-3.8563	3.6414
GSM2401111	M	0.9900	0.0200	0.1441	0.0173	0.0422	0.5064	-0.0003	164517	43097	0	113	0	0	-0.0000	-0.3390	nan	nan	0.0428	0.5655	-2.2789	2.2421
GSM2401112	M	0.9904	0.0130	0.1432	0.0232	0.0336	0.4989	-0.0041	164500	42643	0	175	0	0	-0.0000	-0.3780	nan	nan	0.0072	0.2992	-1.3101	1.3900
GSM2401113	M	0.9895	0.0050	0.1787	0.0219	0.0474	0.5000	-0.0036	164514	37441	0	33	0	0	-0.0000	0.0180	nan	nan	0.0031	0.1539	-0.7612	0.9701
GSM2401114	F	0.9932	0.0290	0.1960	0.0276	0.0304	0.5046	0.0071	164518	43362	976	190	0	0	0.0283	0.0520	nan	nan	0.0806	1.0802	-4.4255	4.3465
GSM2401115	M	0.9930	0.0370	0.1476	0.0317	0.0310	0.4989	-0.0080	164520	43422	0	174	0	0	-0.0000	-0.3180	nan	nan	0.0497	0.6507	-2.5895	2.5963
GSM2401116	M	0.9932	0.0090	0.2187	0.0346	0.0411	0.5019	-0.0065	164517	38807	0	177	0	0	-0.0000	-0.2670	nan	nan	0.2964	1.7721	-6.8140	6.1164
GSM2401117	M	0.9937	0.0195	0.1767	0.0320	0.0380	0.5031	-0.0018	164518	32540	0	109	0	0	-0.0000	-0.2880	nan	nan	0.1575	1.0553	-3.9523	3.5159
GSM2401118	M	0.9919	0.0160	0.2426	0.0407	0.0439	0.5020	0.0034	164519	40711	0	181	0	0	-0.0000	-0.2700	nan	nan	0.3516	2.0813	-8.0466	7.2362
GSM2401119	F	0.9929	0.0025	0.1673	0.0351	0.0373	0.5025	0.0162	164517	39871	1023	186	0	0	0.0358	0.0290	nan	nan	0.1087	0.8478	-3.2599	2.9487
GSM2401120	M	0.9937	0.0080	0.1847	0.0350	0.0363	0.5024	0.0052	164519	39583	0	68	0	0	-0.0000	-0.2920	nan	nan	0.2133	1.2263	-4.6884	4.2267
GSM2401121	F	0.9930	-0.0045	0.1936	0.0271	0.0398	0.5007	0.0053	164518	39415	865	134	0	0	0.0378	0.0250	nan	nan	0.1872	1.2508	-4.8503	4.4109
GSM2401122	F	0.9907	0.0145	0.1738	0.0260	0.0429	0.5046	0.0010	164518	41179	707	193	0	0	0.0399	0.0180	nan	nan	0.0490	-0.7577	3.2431	-3.2123
GSM2401123	M	0.9911	0.0300	0.1693	0.0317	0.0429	0.5000	0.0042	164518	38205	0	162	0	0	-0.0000	-0.3160	nan	nan	0.0069	-0.2545	1.3481	-1.5107
GSM2401124	M	0.9931	0.0030	0.1841	0.0374	0.0397	0.5000	0.0071	164518	39726	0	158	0	0	-0.0000	-0.2920	nan	nan	0.2327	1.3045	-5.0745	4.5620
GSM2401125	F	0.9934	0.0075	0.1891	0.0318	0.0410	0.5030	0.0116	164518	34813	578	189	0	0	0.0399	0.0400	nan	nan	0.1803	1.1867	-4.5640	4.1203
GSM2401126	F	0.9922	0.0235	0.1982	0.0248	0.0319	0.5029	0.0061	164520	33111	709	52	0	0	0.0311	0.0490	nan	nan	0.1253	0.9873	-3.7634	3.3131
GSM2401127	M	0.9926	0.0355	0.2040	0.0266	0.0321	0.4969	-0.0007	164520	33335	0	138	0	0	-0.0000	-0.2750	nan	nan	0.1212	1.3527	-5.5231	5.3951
GSM2401128	M	0.9924	0.0205	0.2057	0.0230	0.0300	0.5012	0.0058	164517	24055	0	162	0	0	-0.0000	-0.2920	nan	nan	0.0999	1.2570	-5.1565	5.1009
GSM2401129	M	0.9931	0.0280	0.1734	0.0336	0.0280	0.5023	-0.0012	164518	34163	0	146	0	0	-0.0000	-0.2810	nan	nan	0.1099	0.6414	-2.0952	1.4763
GSM2401130	M	0.9898	0.0100	0.1763	0.0153	0.0380	0.4952	0.0046	164520	31336	0	176	0	0	-0.0000	-0.3890	nan	nan	0.0063	-0.2807	1.2641	-1.4166
GSM2401131	M	0.9912	0.0230	0.1949	0.0170	0.0341	0.5045	0.0138	164519	34520	0	176	0	0	-0.0000	-0.3080	nan	nan	0.1215	1.1363	-4.3291	3.9675
GSM2401132	F	0.9909	0.0155	0.1630	0.0201	0.0403	0.5005	0.0011	164520	35620	715	159	0	0	0.0392	0.0350	nan	nan	0.0036	0.0093	0.1711	-0.3386
GSM2401133	F	0.9887	0.0170	0.2019	0.0117	0.0415	0.4975	0.0002	164517	33874	897	162	0	0	0.0404	0.0450	nan	nan	0.0230	0.2761	-0.8647	0.6114
GSM2401134	F	0.9941	0.0270	0.1929	0.0371	0.0329	0.4964	-0.0090	164518	36646	491	117	0	0	0.0334	0.0450	nan	nan	0.2645	1.4525	-5.6077	5.1042
GSM2401135	F	0.9773	-0.0420	0.2897	0.0206	0.0560	0.4998	-0.0073	164510	36527	595	163	0	0	0.0530	-0.0500	nan	nan	0.1205	-1.8290	7.3159	-7.1894
GSM2401136	F	0.9905	0.0295	0.1849	0.0188	0.0482	0.4988	0.0038	164517	35250	750	183	0	0	0.0452	0.0400	nan	nan	0.0262	0.6199	-2.4510	2.3764
GSM2401137	M	0.9863	0.0315	0.1625	0.0314	0.0532	0.5002	0.0031	164515	40182	0	177	0	0	-0.0000	-0.3160	nan	nan	0.0731	0.7839	-3.0463	2.8720
GSM2401138	F	0.9903	0.0200	0.1689	0.0207	0.0479	0.4967	-0.0094	164519	35669	837	135	0	0	0.0459	0.0340	nan	nan	0.0839	0.8602	-3.4029	3.2819
GSM2401139	F	0.9909	0.0060	0.1503	0.0233	0.0422	0.4997	-0.0049	164517	36890	904	86	0	0	0.0406	0.0220	nan	nan	0.0512	0.6343	-2.6079	2.5198
GSM2401140	M	0.9900	0.0140	0.1831	0.0300	0.0452	0.4856	0.0117	164517	35457	0	183	0	0	-0.0000	-0.3700	nan	nan	0.0089	0.3080	-1.2511	1.1841
GSM2401141	M	0.9929	0.0500	0.1932	0.0627	0.0321	0.4976	-0.0014	164518	33633	0	151	0	0	-0.0000	-0.2560	nan	nan	0.1109	1.2057	-4.6730	4.4736
GSM2401142	M	0.9938	0.0240	0.1678	0.0305	0.0274	0.4945	-0.0033	164519	26793	0	136	0	0	-0.0000	-0.2920	nan	nan	0.0945	0.8968	-3.5665	3.4641
GSM2401143	F	0.9920	0.0160	0.1696	0.0310	0.0367	0.4976	0.0044	164520	36998	1047	155	0	0	0.0367	0.0380	nan	nan	0.1629	1.1124	-4.3132	3.9614
GSM2401144	M	0.9917	0.0260	0.1693	0.0252	0.0433	0.5029	-0.0001	164516	33912	0	147	0	0	-0.0000	-0.3190	nan	nan	0.0832	0.4969	-1.6098	1.0800
GSM2401145	M	0.9931	0.0180	0.1859	0.0157	0.0388	0.5009	0.0023	164513	33705	0	171	0	0	-0.0000	-0.3220	nan	nan	0.1590	1.1879	-4.5967	4.2149
GSM2401146	F	0.9901	0.0045	0.1709	0.0171	0.0394	0.4959	0.0030	164516	43647	1144	194	0	0	0.0386	0.0290	nan	nan	0.1101	0.8155	-3.1053	2.7559
GSM2401147	F	0.9912	0.0115	0.1471	0.0334	0.0347	0.5003	-0.0210	164518	46084	964	167	0	0	0.0314	0.0370	nan	nan	0.0484	0.2944	-0.8838	0.4948
GSM2401148	M	0.9929	0.0190	0.1538	0.0383	0.0353	0.4990	-0.0106	164517	37215	0	145	0	0	-0.0000	-0.3070	nan	nan	0.1613	0.9643	-3.6757	3.3555
GSM2401149	F	0.9923	0.0075	0.2049	0.0306	0.0352	0.4955	-0.0044	164518	41389	910	126	0	0	0.0328	0.0350	nan	nan	0.2645	1.7394	-6.7230	6.1394
GSM2401150	M	0.9924	0.0250	0.2002	0.0377	0.0359	0.5033	-0.0228	164517	39541	0	172	0	0	-0.0000	-0.2600	nan	nan	0.2564	1.6051	-6.2481	5.7393
GSM2401151	M	0.9815	0.0005	0.2682	0.0093	0.0545	0.4966	-0.0068	164520	37686	0	105	0	0	-0.0000	-0.3940	nan	nan	0.0098	-0.0215	0.4225	-0.8272
GSM2401152	F	0.9778	-0.0582	0.4560	0.0361	0.0557	0.4989	0.0065	164519	44705	1239	148	0	0	0.0526	-0.0630	nan	nan	0.4239	-4.4355	16.9027	-15.1401
GSM2401153	M	0.9899	0.0230	0.1787	0.0198	0.0451	0.5080	0.0026	164511	43813	0	179	0	0	-0.0000	-0.3620	nan	nan	0.0015	-0.0167	0.2704	-0.3645
GSM2401154	F	0.9901	0.0140	0.1583	0.0261	0.0428	0.4980	-0.0132	164517	44529	885	131	0	0	0.0414	0.0310	nan	nan	0.0013	0.0361	-0.2301	0.2938
GSM2401155	M	0.9456	-0.1098	0.3514	0.0368	0.0801	0.5044	-0.0004	164493	34878	0	158	0	0	-0.0000	-0.7685	nan	nan	0.3028	-2.8534	10.7452	-9.6084
GSM2401156	M	0.9925	0.0235	0.2095	0.0208	0.0418	0.4980	0.0071	164514	29996	0	163	0	0	-0.0000	-0.3040	nan	nan	0.1989	1.5602	-6.2118	5.9017
GSM2401157	F	0.9944	0.0170	0.1831	0.0254	0.0333	0.5010	-0.0060	164518	26224	558	120	0	0	0.0281	0.0260	nan	nan	0.1133	1.1127	-4.4237	4.2183
GSM2401158	M	0.9941	0.0288	0.1802	0.0332	0.0323	0.4981	-0.0031	164516	28495	0	168	0	0	-0.0000	-0.3080	nan	nan	0.1207	1.1038	-4.3522	4.1780
GSM2401159	M	0.9942	0.0240	0.1602	0.0268	0.0329	0.5020	-0.0019	164518	30913	0	84	0	0	-0.0000	-0.3050	nan	nan	0.1172	0.9448	-3.6715	3.4331
GSM2401160	F	0.9942	0.0075	0.1681	0.0207	0.0338	0.4966	0.0111	164516	27410	508	100	0	0	0.0317	0.0235	nan	nan	0.1152	0.9771	-3.9566	3.7384
GSM2401161	F	0.9890	0.0165	0.2334	0.0105	0.0450	0.4983	0.0074	164517	27842	518	29	0	0	0.0416	0.0340	nan	nan	0.0133	0.3874	-1.4234	1.2609
GSM2401162	F	0.9939	0.0170	0.1937	0.0331	0.0364	0.4971	-0.0046	164514	27009	593	140	0	0	0.0371	0.0420	nan	nan	0.1478	1.2552	-5.0052	4.7243
GSM2401163	F	0.9941	0.0155	0.1611	0.0298	0.0349	0.5014	-0.0041	164515	28503	579	74	0	0	0.0318	0.0340	nan	nan	0.0758	0.8335	-3.3470	3.2522
GSM2401164	M	0.9937	0.0265	0.1675	0.0341	0.0346	0.4967	-0.0087	164515	26953	0	107	0	0	-0.0000	-0.3210	nan	nan	0.0245	0.5723	-2.3292	2.4782
GSM2401165	M	0.9939	0.0275	0.1694	0.0401	0.0323	0.4977	-0.0026	164514	28219	0	68	0	0	-0.0000	-0.2930	nan	nan	0.1054	1.0248	-4.0665	3.8700
GSM2401166	M	0.9779	-0.0140	0.1789	0.0229	0.0583	0.5042	0.0088	164496	32251	0	145	0	0	-0.0000	-0.0290	nan	nan	0.1539	-0.8740	3.1941	-2.6642
GSM2401167	M	0.9804	-0.0265	0.2567	0.0364	0.0571	0.5033	0.0105	164515	32729	0	21	0	0	-0.0000	-0.0340	nan	nan	0.3085	-2.3077	9.2534	-8.6658
GSM2401168	M	0.9808	-0.0075	0.2004	0.0503	0.0572	0.5071	0.0118	164515	31149	0	174	0	0	-0.0000	-0.4230	nan	nan	0.2287	-1.2840	4.8090	-4.2125
GSM2401169	M	0.9936	0.0030	0.1812	0.0196	0.0301	0.5015	0.0035	164513	33301	0	147	0	0	-0.0000	0.0220	nan	nan	0.2609	1.4798	-5.8890	5.5284
GSM2401170	F	0.9936	0.0150	0.1478	0.0174	0.0291	0.5020	0.0100	164513	36294	580	144	0	0	0.0272	0.0230	nan	nan	0.1365	0.9357	-3.7218	3.4705
GSM2401171	M	0.9933	0.0075	0.1894	0.0211	0.0315	0.4979	-0.0007	164517	33965	0	136	0	0	-0.0000	0.0160	nan	nan	0.2246	1.5103	-5.9327	5.5005
GSM2401172	M	0.9942	0.0130	0.1888	0.0235	0.0310	0.4985	-0.0076	164514	32704	0	154	0	0	-0.0000	-0.3180	nan	nan	0.2866	1.5023	-5.9775	5.5499
GSM2401173	M	0.9939	0.0090	0.2055	0.0243	0.0285	0.5050	-0.0091	164514	26857	0	98	0	0	-0.0000	-0.2950	nan	nan	0.3080	1.7062	-6.7130	6.1812
GSM2401174	M	0.9940	0.0035	0.1887	0.0187	0.0254	0.4944	0.0025	164517	33377	0	167	0	0	-0.0000	-0.3260	nan	nan	0.2668	1.5871	-6.4306	6.0553
GSM2401175	M	0.9922	0.0205	0.2554	0.0319	0.0353	0.5045	0.0087	164516	33212	0	197	0	0	-0.0000	-0.2480	nan	nan	0.2851	2.2247	-8.7278	8.0757
GSM2401176	M	0.9781	-0.0085	0.2596	0.0158	0.0583	0.4872	-0.0022	164512	39174	0	167	0	0	-0.0000	-0.4680	nan	nan	0.1778	-1.7686	7.0111	-6.4768
GSM2401177	M	0.9806	-0.0085	0.1966	0.0243	0.0546	0.5064	0.0130	164515	32373	0	195	0	0	-0.0000	-0.4170	nan	nan	0.0760	-0.9234	3.7188	-3.5031
GSM2401178	F	0.9785	-0.0190	0.1854	0.0245	0.0526	0.5013	-0.0014	164508	38599	576	149	0	0	0.0480	-0.0060	nan	nan	0.1910	-1.4634	5.8906	-5.6758
GSM2401179	F	0.9811	-0.0008	0.1585	0.0254	0.0480	0.5001	0.0109	164516	40910	778	175	0	0	0.0472	0.0070	nan	nan	0.0225	-0.3809	1.4310	-1.2483
GSM2401180	M	0.9838	0.0120	0.1669	0.0238	0.0431	0.4915	-0.0051	164518	39219	0	183	0	0	-0.0000	-0.3440	nan	nan	0.0056	0.2132	-0.8288	0.8069
GSM2401181	M	0.9594	-0.0550	0.2877	0.0242	0.0696	0.5070	0.0002	164507	36979	0	151	0	0	-0.0000	-0.6190	nan	nan	0.3136	-2.6980	10.6675	-10.0207
GSM2401182	M	0.9923	0.0220	0.1427	0.0186	0.0301	0.5008	0.0102	164520	37711	0	181	0	0	-0.0000	-0.3590	nan	nan	0.0115	0.2541	-0.9158	0.8555
GSM2401183	F	0.9897	0.0120	0.1488	0.0277	0.0303	0.5000	0.0083	164515	39142	1082	99	0	0	0.0274	0.0210	nan	nan	0.0161	0.2969	-1.0810	0.8817
GSM2401184	F	0.9920	0.0195	0.1654	0.0275	0.0271	0.4991	0.0005	164515	44061	750	161	0	0	0.0256	0.0270	nan	nan	0.1059	0.9370	-3.7295	3.5946
GSM2401186	F	0.9608	-0.0482	0.3889	0.0276	0.0723	0.4969	-0.0054	164505	33345	936	100	0	0	0.0750	-0.0550	nan	nan	0.2638	-3.0266	11.5959	-10.5615
GSM2401187	F	0.9776	-0.0150	0.2406	0.0500	0.0581	0.4910	0.0102	164497	37956	500	166	0	0	0.0556	-0.0370	nan	nan	0.2218	-1.6247	6.1424	-5.3462
GSM2401188	F	0.9918	0.0240	0.1762	0.0224	0.0349	0.5008	0.0013	164518	31749	846	72	0	0	0.0336	0.0430	nan	nan	0.1271	0.9644	-3.5991	3.1285
GSM2401189	M	0.9917	0.0258	0.1770	0.0245	0.0355	0.5016	0.0041	164519	29371	0	191	0	0	-0.0000	-0.3090	nan	nan	0.1502	1.1256	-4.3577	4.0598
GSM2401190	M	0.9900	0.0095	0.1847	0.0304	0.0370	0.4933	0.0054	164520	36357	0	60	0	0	-0.0000	0.0280	nan	nan	0.1887	1.1319	-4.3753	3.8676
GSM2401191	F	0.9785	0.0120	0.2038	0.0272	0.0501	0.4979	0.0086	164500	36029	606	162	0	0	0.0444	0.0080	nan	nan	0.0126	0.4728	-1.9562	1.9595
GSM2401192	M	0.9904	0.0215	0.1750	0.0185	0.0420	0.5010	0.0155	164516	37988	0	147	0	0	-0.0000	-0.3380	nan	nan	0.1371	1.1072	-4.3921	4.1931
GSM2401193	M	0.9921	0.0500	0.2152	0.0341	0.0351	0.4988	-0.0112	164519	31140	0	170	0	0	-0.0000	-0.2680	nan	nan	0.1039	1.2385	-4.8279	4.5826
GSM2401194	M	0.9917	0.0325	0.1715	0.0252	0.0341	0.4961	0.0051	164519	36327	0	114	0	0	-0.0000	-0.3200	nan	nan	0.0178	0.4164	-1.5501	1.5134
GSM2401195	M	0.9908	0.0320	0.1699	0.0301	0.0385	0.5092	0.0097	164507	36756	0	164	0	0	-0.0000	-0.3300	nan	nan	0.0197	0.3079	-0.9376	0.6655
GSM2401196	M	0.9824	0.0200	0.1620	0.0060	0.0444	0.4992	-0.0015	164516	41733	0	157	0	0	-0.0000	-0.3460	nan	nan	0.0054	0.2386	-1.0393	1.2105
GSM2401197	M	0.9813	0.0070	0.1740	0.0141	0.0529	0.4972	-0.0045	164519	26392	0	139	0	0	-0.0000	-0.3820	nan	nan	0.0304	-0.3480	1.2742	-0.9562
GSM2401198	M	0.9870	0.0137	0.1881	0.0212	0.0522	0.5077	0.0154	164516	27575	0	136	0	0	-0.0000	-0.3730	nan	nan	0.0671	0.8764	-3.5898	3.5425
GSM2401199	F	0.9835	-0.0085	0.2058	0.0258	0.0467	0.4987	-0.0001	164517	34566	780	113	0	0	0.0471	-0.0110	nan	nan	0.0036	0.2741	-1.3415	1.5261
GSM2401200	M	0.9761	0.0000	0.2616	0.0260	0.0552	0.5066	0.0251	164519	32988	0	23	0	0	-0.0000	-0.4450	nan	nan	0.0763	-0.9800	3.6747	-3.0888
GSM2401201	F	0.9894	-0.0003	0.1729	0.0168	0.0415	0.5012	0.0010	164518	29310	758	139	0	0	0.0395	0.0060	nan	nan	0.0053	0.0596	-0.4185	0.6354
GSM2401202	F	0.9853	-0.0105	0.2197	0.0702	0.0433	0.5025	0.0023	164508	34167	887	15	0	0	0.0466	-0.0230	nan	nan	0.2187	-1.3941	5.2207	-4.4909
GSM2401203	F	0.9870	-0.0075	0.1905	0.0663	0.0370	0.5014	-0.0001	164514	37404	699	154	0	0	0.0408	-0.0240	nan	nan	0.0666	-0.3806	1.2115	-0.5755
GSM2401204	F	0.9857	-0.0048	0.1762	0.0448	0.0377	0.4969	0.0040	164502	33723	778	164	0	0	0.0406	-0.0060	nan	nan	0.0274	-0.1562	0.5601	-0.2051
GSM2401205	F	0.9916	0.0170	0.1889	0.0080	0.0415	0.5006	-0.0001	164517	38135	816	136	0	0	0.0387	0.0320	nan	nan	0.1043	0.8459	-3.1574	2.7792
GSM2401206	F	0.9892	0.0040	0.1939	0.0136	0.0438	0.4909	0.0090	164517	42258	995	179	0	0	0.0429	0.0180	nan	nan	0.0100	0.2032	-0.7146	0.5512
GSM2401207	M	0.9889	0.0220	0.1784	0.0218	0.0386	0.5019	0.0052	164517	38194	0	162	0	0	-0.0000	-0.3020	nan	nan	0.1057	0.9811	-3.7295	3.3845
GSM2401208	M	0.9900	0.0195	0.1841	0.0289	0.0381	0.5007	-0.0076	164517	39178	0	169	0	0	-0.0000	-0.3080	nan	nan	0.0941	0.8785	-3.4138	3.1169
GSM2401209	F	0.9903	0.0030	0.1802	0.0198	0.0379	0.4979	0.0028	164516	39823	970	174	0	0	0.0355	0.0350	nan	nan	0.0653	0.7149	-2.7381	2.4089
GSM2401210	M	0.9917	0.0158	0.1966	0.0264	0.0340	0.5011	0.0024	164518	38787	0	165	0	0	-0.0000	-0.2840	nan	nan	0.1390	1.3575	-5.2703	4.8537
GSM2401211	M	0.9921	0.0155	0.1855	0.0220	0.0339	0.5039	0.0037	164520	30799	0	170	0	0	-0.0000	-0.2980	nan	nan	0.0924	0.9364	-3.5818	3.2446
GSM2401212	M	0.9918	0.0265	0.1587	0.0247	0.0328	0.4977	-0.0009	164518	41097	0	189	0	0	-0.0000	-0.3070	nan	nan	0.1388	0.7891	-2.8744	2.4527
GSM2401213	M	0.9846	-0.0050	0.1781	0.0232	0.0424	0.5030	0.0126	164518	37406	0	76	0	0	-0.0000	0.0090	nan	nan	0.0920	-1.0527	4.3899	-4.3467
GSM2401214	F	0.9890	0.0080	0.1826	0.0195	0.0444	0.5039	0.0089	164518	39069	444	176	0	0	0.0417	0.0330	nan	nan	0.0030	-0.1868	0.9243	-1.0467
GSM2401215	F	0.9916	0.0125	0.1620	0.0215	0.0371	0.4996	-0.0116	164514	36231	740	192	0	0	0.0352	0.0290	nan	nan	0.0648	0.6937	-2.7955	2.6357
GSM2401216	M	0.9921	0.0192	0.1676	0.0105	0.0408	0.4992	0.0074	164519	26736	0	171	0	0	-0.0000	-0.3590	nan	nan	0.0013	0.0066	0.0874	-0.1416
GSM2401217	M	0.9921	0.0160	0.1749	0.0128	0.0387	0.4942	0.0035	164516	33605	0	172	0	0	-0.0000	-0.3610	nan	nan	0.0787	0.8221	-3.1498	2.9043
GSM2401218	M	0.9841	-0.0225	0.2880	0.0082	0.0562	0.5031	-0.0137	164518	30721	0	79	0	0	-0.0000	-0.5030	nan	nan	0.0480	-1.3301	5.6642	-5.8753
GSM2401219	F	0.9920	0.0185	0.1881	0.0258	0.0384	0.5083	0.0179	164511	39443	1074	157	0	0	0.0380	0.0560	nan	nan	0.0547	0.4309	-1.4280	1.0543
GSM2401220	F	0.9797	-0.0292	0.3858	0.0140	0.0571	0.5112	0.0216	164516	39735	1093	152	0	0	0.0538	-0.0050	nan	nan	0.2568	-3.3818	13.5227	-12.7124
GSM2401221	F	0.9912	0.0170	0.1806	0.0234	0.0421	0.5015	-0.0005	164518	36846	770	183	0	0	0.0383	0.0590	nan	nan	0.1762	0.7042	-2.2768	1.4672
GSM2401222	M	0.9926	0.0255	0.1937	0.0351	0.0323	0.5065	-0.0276	164516	31679	0	161	0	0	-0.0000	-0.3010	nan	nan	0.1633	1.0680	-4.1041	3.5980
GSM2401223	F	0.9896	-0.0045	0.2205	0.0353	0.0460	0.5018	0.0014	164519	33511	985	142	0	0	0.0415	0.0340	nan	nan	0.0134	-0.5247	2.4876	-2.9324
GSM2401224	M	0.9876	-0.0145	0.2618	0.0285	0.0490	0.5029	0.0098	164518	31624	0	155	0	0	-0.0000	-0.4790	nan	nan	0.1469	-1.8862	7.7644	-7.5473
GSM2401225	F	0.9752	-0.0330	0.2308	0.0226	0.0576	0.5030	0.0147	164517	47520	1120	176	0	0	0.0597	-0.0340	nan	nan	0.2700	-1.9343	7.6845	-7.2737
GSM2401226	M	0.9801	-0.0060	0.1920	0.0232	0.0548	0.5084	0.0123	164514	38043	0	223	0	0	-0.0000	-0.4455	nan	nan	0.1712	-1.1960	4.6978	-4.2534
GSM2401227	M	0.9666	-0.0405	0.2329	0.0237	0.0595	0.5022	0.0027	164516	40336	0	180	0	0	-0.0000	-0.4625	nan	nan	0.3046	-2.2009	8.7831	-8.2707
GSM2401228	M	0.9761	-0.0100	0.2040	0.0128	0.0540	0.5049	-0.0003	164513	38985	0	201	0	0	-0.0000	-0.4400	nan	nan	0.1667	-1.4223	5.7043	-5.3994
GSM2401229	F	0.9557	-0.0755	0.3474	0.0293	0.0703	0.5065	0.0069	164515	31251	1068	162	0	0	0.0687	-0.0830	nan	nan	0.3288	-3.4072	13.3886	-12.6755
GSM2401230	F	0.9626	-0.0295	0.3150	0.1078	0.0620	0.5030	0.0055	164518	40669	680	189	0	0	0.0635	-0.0100	nan	nan	0.2736	-3.4004	14.4405	-14.7270
GSM2401231	M	0.9764	-0.0165	0.1866	0.0090	0.0558	0.5031	0.0023	164515	39449	0	177	0	0	-0.0000	-0.0190	nan	nan	0.1475	-1.1219	4.3604	-3.9815
GSM2401232	M	0.9793	-0.0155	0.3132	0.0274	0.0478	0.5043	0.0057	164503	41312	0	193	0	0	-0.0000	-0.5840	nan	nan	0.3563	-3.1402	12.5972	-11.9173
GSM2401233	F	0.9687	-0.0295	0.2366	0.0207	0.0596	0.5011	0.0101	164511	40939	1096	163	0	0	0.0619	-0.0230	nan	nan	0.3148	-2.2127	8.7677	-8.2546
GSM2401234	M	0.9905	0.0210	0.1723	0.0247	0.0285	0.5042	0.0165	164514	40054	0	218	0	0	-0.0000	-0.3470	nan	nan	0.0956	0.8460	-3.3279	3.0975
GSM2401235	M	0.9771	-0.0275	0.2508	0.0208	0.0643	0.5005	0.0030	164517	28553	0	182	0	0	-0.0000	-0.5500	nan	nan	0.2568	-1.8704	7.2688	-6.5852
GSM2401236	F	0.9783	-0.0380	0.2162	0.0237	0.0582	0.5058	0.0187	164510	28595	847	0	0	0	0.0603	-0.0380	nan	nan	0.2449	-1.7735	7.0065	-6.4514
GSM2401237	F	0.9812	-0.0390	0.2343	0.0324	0.0569	0.5044	0.0054	164515	29358	576	190	0	0	0.0589	-0.0380	nan	nan	0.2434	-1.9811	7.7300	-7.2682
GSM2401238	M	0.9734	-0.0570	0.3722	0.0270	0.0595	0.5069	0.0087	164508	28155	0	100	0	0	-0.0000	-0.6220	nan	nan	0.3402	-3.4876	13.7976	-12.9182
GSM2401239	M	0.9806	-0.0020	0.1806	0.0064	0.0570	0.5033	0.0083	164516	29693	0	136	0	0	-0.0000	-0.4050	nan	nan	0.0118	-0.2945	1.1632	-1.0660
GSM2401240	F	0.9741	-0.0773	0.3566	0.0246	0.0531	0.4948	-0.0009	164500	31269	915	59	0	0	0.0531	-0.0740	nan	nan	0.3307	-3.3704	13.1176	-12.2470
GSM2401241	M	0.9904	0.0175	0.1681	0.0184	0.0323	0.4944	-0.0030	164517	27758	0	101	0	0	-0.0000	-0.3690	nan	nan	0.0662	0.7353	-2.8602	2.7297
GSM2401242	F	0.9918	0.0005	0.1300	0.0197	0.0262	0.4996	-0.0050	164517	40160	945	200	0	0	0.0258	0.0100	nan	nan	0.0115	0.2550	-1.0150	0.9761
GSM2401243	M	0.9928	0.0175	0.1675	0.0143	0.0388	0.4990	0.0058	164510	29836	0	151	0	0	-0.0000	-0.3430	nan	nan	0.0444	0.7076	-2.9575	3.0123
GSM2401244	M	0.9765	-0.0095	0.2031	0.0450	0.0656	0.5002	-0.0053	164506	34651	0	163	0	0	-0.0000	-0.4400	nan	nan	0.1091	-0.9616	3.6612	-3.2836
GSM2401251	M	0.9550	-0.1225	0.4451	0.0482	0.0636	0.5012	0.0126	164518	30038	0	70	0	0	-0.0000	-0.0960	nan	nan	0.4734	-4.5173	17.4706	-15.6801
GSM2401253	F	0.9914	0.0140	0.1571	0.0442	0.0360	0.5027	0.0029	164513	39204	441	130	0	0	0.0318	0.0300	nan	nan	0.2033	1.1871	-4.7837	4.4940
GSM2401254	M	0.9917	0.0285	0.1560	0.0275	0.0349	0.4997	0.0100	164513	37436	0	171	0	0	-0.0000	-0.3160	nan	nan	0.1461	0.9886	-3.8076	3.5265
GSM2401255	M	0.9922	0.0195	0.1417	0.0187	0.0336	0.5083	0.0082	164518	34791	0	171	0	0	-0.0000	-0.3410	nan	nan	0.0922	0.8180	-3.3148	3.2326
GSM2401256	F	0.9919	0.0020	0.1405	0.0316	0.0338	0.5048	-0.0070	164510	36687	947	149	0	0	0.0317	0.0280	nan	nan	0.0262	0.4639	-1.9919	2.0969
GSM2401257	M	0.9916	0.0452	0.1786	0.0377	0.0406	0.5014	-0.0026	164479	36920	0	129	0	0	-0.0000	-0.3040	nan	nan	0.0354	0.6542	-2.5185	2.4959
