"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","characteristics_ch1.1","molecule_ch1","extract_protocol_ch1","label_ch1","label_protocol_ch1","taxid_ch1","hyb_protocol","scan_protocol","description","data_processing","platform_id","contact_name","contact_email","contact_phone","contact_laboratory","contact_department","contact_institute","contact_address","contact_city","contact_state","contact_zip/postal_code","contact_country","supplementary_file","supplementary_file.1","data_row_count","breed:ch1","tissue:ch1"
"GSM4432318","LAB: 310","GSM4432318","Public on Jul 17 2020","Mar 24 2020","Jul 17 2020","genomic","1","whole blood","Canis lupus familiaris","breed: Labrador Retriever","tissue: whole blood","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4432nnn/GSM4432318/suppl/GSM4432318_202915900019_R04C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4432nnn/GSM4432318/suppl/GSM4432318_202915900019_R04C01_Red.idat.gz","0","Labrador Retriever","whole blood"
"GSM4432319","LAB: 311","GSM4432319","Public on Jul 17 2020","Mar 24 2020","Jul 17 2020","genomic","1","whole blood","Canis lupus familiaris","breed: Labrador Retriever","tissue: whole blood","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4432nnn/GSM4432319/suppl/GSM4432319_202915900019_R05C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4432nnn/GSM4432319/suppl/GSM4432319_202915900019_R05C01_Red.idat.gz","0","Labrador Retriever","whole blood"
"GSM4432320","LAB: 2010","GSM4432320","Public on Jul 17 2020","Mar 24 2020","Jul 17 2020","genomic","1","whole blood","Canis lupus familiaris","breed: Labrador Retriever","tissue: whole blood","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4432nnn/GSM4432320/suppl/GSM4432320_202915900019_R02C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4432nnn/GSM4432320/suppl/GSM4432320_202915900019_R02C02_Red.idat.gz","0","Labrador Retriever","whole blood"
"GSM4432321","LAB: 7285","GSM4432321","Public on Jul 17 2020","Mar 24 2020","Jul 17 2020","genomic","1","whole blood","Canis lupus familiaris","breed: Labrador Retriever","tissue: whole blood","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4432nnn/GSM4432321/suppl/GSM4432321_202915900019_R03C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4432nnn/GSM4432321/suppl/GSM4432321_202915900019_R03C02_Red.idat.gz","0","Labrador Retriever","whole blood"
"GSM4432322","LAB: 12994","GSM4432322","Public on Jul 17 2020","Mar 24 2020","Jul 17 2020","genomic","1","whole blood","Canis lupus familiaris","breed: Labrador Retriever","tissue: whole blood","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4432nnn/GSM4432322/suppl/GSM4432322_202915900019_R06C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4432nnn/GSM4432322/suppl/GSM4432322_202915900019_R06C02_Red.idat.gz","0","Labrador Retriever","whole blood"
"GSM4432323","LAB: 12995","GSM4432323","Public on Jul 17 2020","Mar 24 2020","Jul 17 2020","genomic","1","whole blood","Canis lupus familiaris","breed: Labrador Retriever","tissue: whole blood","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4432nnn/GSM4432323/suppl/GSM4432323_202915900020_R01C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4432nnn/GSM4432323/suppl/GSM4432323_202915900020_R01C01_Red.idat.gz","0","Labrador Retriever","whole blood"
"GSM4432324","LAB: 12999","GSM4432324","Public on Jul 17 2020","Mar 24 2020","Jul 17 2020","genomic","1","whole blood","Canis lupus familiaris","breed: Labrador Retriever","tissue: whole blood","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4432nnn/GSM4432324/suppl/GSM4432324_202915900020_R02C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4432nnn/GSM4432324/suppl/GSM4432324_202915900020_R02C01_Red.idat.gz","0","Labrador Retriever","whole blood"
"GSM4432325","LAB: 13000","GSM4432325","Public on Jul 17 2020","Mar 24 2020","Jul 17 2020","genomic","1","whole blood","Canis lupus familiaris","breed: Labrador Retriever","tissue: whole blood","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4432nnn/GSM4432325/suppl/GSM4432325_202915900020_R03C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4432nnn/GSM4432325/suppl/GSM4432325_202915900020_R03C01_Red.idat.gz","0","Labrador Retriever","whole blood"
"GSM4432326","LAB: 13001","GSM4432326","Public on Jul 17 2020","Mar 24 2020","Jul 17 2020","genomic","1","whole blood","Canis lupus familiaris","breed: Labrador Retriever","tissue: whole blood","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4432nnn/GSM4432326/suppl/GSM4432326_202915900020_R04C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4432nnn/GSM4432326/suppl/GSM4432326_202915900020_R04C01_Red.idat.gz","0","Labrador Retriever","whole blood"
"GSM4432327","LAB: 21325","GSM4432327","Public on Jul 17 2020","Mar 24 2020","Jul 17 2020","genomic","1","whole blood","Canis lupus familiaris","breed: Labrador Retriever","tissue: whole blood","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4432nnn/GSM4432327/suppl/GSM4432327_202915900020_R05C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4432nnn/GSM4432327/suppl/GSM4432327_202915900020_R05C01_Red.idat.gz","0","Labrador Retriever","whole blood"
"GSM4432328","LAB: 22113","GSM4432328","Public on Jul 17 2020","Mar 24 2020","Jul 17 2020","genomic","1","whole blood","Canis lupus familiaris","breed: Labrador Retriever","tissue: whole blood","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4432nnn/GSM4432328/suppl/GSM4432328_202915900020_R06C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4432nnn/GSM4432328/suppl/GSM4432328_202915900020_R06C01_Red.idat.gz","0","Labrador Retriever","whole blood"
"GSM4432329","LAB: 25261","GSM4432329","Public on Jul 17 2020","Mar 24 2020","Jul 17 2020","genomic","1","whole blood","Canis lupus familiaris","breed: Labrador Retriever","tissue: whole blood","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4432nnn/GSM4432329/suppl/GSM4432329_202915900020_R06C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4432nnn/GSM4432329/suppl/GSM4432329_202915900020_R06C02_Red.idat.gz","0","Labrador Retriever","whole blood"
"GSM4432330","LAB: 28481","GSM4432330","Public on Jul 17 2020","Mar 24 2020","Jul 17 2020","genomic","1","whole blood","Canis lupus familiaris","breed: Labrador Retriever","tissue: whole blood","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4432nnn/GSM4432330/suppl/GSM4432330_202915900022_R05C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4432nnn/GSM4432330/suppl/GSM4432330_202915900022_R05C02_Red.idat.gz","0","Labrador Retriever","whole blood"
"GSM4432331","LAB: 29399","GSM4432331","Public on Jul 17 2020","Mar 24 2020","Jul 17 2020","genomic","1","whole blood","Canis lupus familiaris","breed: Labrador Retriever","tissue: whole blood","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4432nnn/GSM4432331/suppl/GSM4432331_202915900022_R06C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4432nnn/GSM4432331/suppl/GSM4432331_202915900022_R06C02_Red.idat.gz","0","Labrador Retriever","whole blood"
"GSM4432332","LAB: 29413","GSM4432332","Public on Jul 17 2020","Mar 24 2020","Jul 17 2020","genomic","1","whole blood","Canis lupus familiaris","breed: Labrador Retriever","tissue: whole blood","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4432nnn/GSM4432332/suppl/GSM4432332_202915900024_R01C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4432nnn/GSM4432332/suppl/GSM4432332_202915900024_R01C01_Red.idat.gz","0","Labrador Retriever","whole blood"
"GSM4432333","LAB: 29561","GSM4432333","Public on Jul 17 2020","Mar 24 2020","Jul 17 2020","genomic","1","whole blood","Canis lupus familiaris","breed: Labrador Retriever","tissue: whole blood","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4432nnn/GSM4432333/suppl/GSM4432333_202915900024_R02C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4432nnn/GSM4432333/suppl/GSM4432333_202915900024_R02C01_Red.idat.gz","0","Labrador Retriever","whole blood"
"GSM4432334","LAB: 30656","GSM4432334","Public on Jul 17 2020","Mar 24 2020","Jul 17 2020","genomic","1","whole blood","Canis lupus familiaris","breed: Labrador Retriever","tissue: whole blood","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4432nnn/GSM4432334/suppl/GSM4432334_202915900024_R04C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4432nnn/GSM4432334/suppl/GSM4432334_202915900024_R04C01_Red.idat.gz","0","Labrador Retriever","whole blood"
"GSM4432335","LAB: 33444","GSM4432335","Public on Jul 17 2020","Mar 24 2020","Jul 17 2020","genomic","1","whole blood","Canis lupus familiaris","breed: Labrador Retriever","tissue: whole blood","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4432nnn/GSM4432335/suppl/GSM4432335_202915900042_R03C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4432nnn/GSM4432335/suppl/GSM4432335_202915900042_R03C01_Red.idat.gz","0","Labrador Retriever","whole blood"
"GSM4432336","LABD: 34208","GSM4432336","Public on Jul 17 2020","Mar 24 2020","Jul 17 2020","genomic","1","whole blood","Canis lupus familiaris","breed: Labradoodle","tissue: whole blood","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4432nnn/GSM4432336/suppl/GSM4432336_201432110206_R05C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4432nnn/GSM4432336/suppl/GSM4432336_201432110206_R05C01_Red.idat.gz","0","Labradoodle","whole blood"
"GSM4432337","LABD: 34215","GSM4432337","Public on Jul 17 2020","Mar 24 2020","Jul 17 2020","genomic","1","whole blood","Canis lupus familiaris","breed: Labradoodle","tissue: whole blood","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4432nnn/GSM4432337/suppl/GSM4432337_201432110206_R06C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4432nnn/GSM4432337/suppl/GSM4432337_201432110206_R06C01_Red.idat.gz","0","Labradoodle","whole blood"
"GSM4432338","LABD: 34224","GSM4432338","Public on Jul 17 2020","Mar 24 2020","Jul 17 2020","genomic","1","whole blood","Canis lupus familiaris","breed: Labradoodle","tissue: whole blood","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4432nnn/GSM4432338/suppl/GSM4432338_201432110206_R01C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4432nnn/GSM4432338/suppl/GSM4432338_201432110206_R01C02_Red.idat.gz","0","Labradoodle","whole blood"
"GSM4432339","LABD: 34229","GSM4432339","Public on Jul 17 2020","Mar 24 2020","Jul 17 2020","genomic","1","whole blood","Canis lupus familiaris","breed: Labradoodle","tissue: whole blood","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4432nnn/GSM4432339/suppl/GSM4432339_201432110206_R02C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4432nnn/GSM4432339/suppl/GSM4432339_201432110206_R02C02_Red.idat.gz","0","Labradoodle","whole blood"
