"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","characteristics_ch1.1","characteristics_ch1.2","characteristics_ch1.3","characteristics_ch1.4","characteristics_ch1.5","characteristics_ch1.6","characteristics_ch1.7","characteristics_ch1.8","characteristics_ch1.9","characteristics_ch1.10","characteristics_ch1.11","characteristics_ch1.12","characteristics_ch1.13","characteristics_ch1.14","characteristics_ch1.15","characteristics_ch1.16","molecule_ch1","extract_protocol_ch1","label_ch1","label_protocol_ch1","taxid_ch1","hyb_protocol","scan_protocol","description","description.1","data_processing","platform_id","contact_name","contact_email","contact_institute","contact_address","contact_city","contact_state","contact_zip/postal_code","contact_country","supplementary_file","data_row_count","age:ch1","angle 1 (abc):ch1","angle 2(caf):ch1","angle 3 (dla):ch1","angle 4 (ahg):ch1","angle 5 (afh):ch1","breed:ch1","diameter f:ch1","line ab:ch1","line ae:ch1","line ag:ch1","line bc:ch1","line bd:ch1","line be:ch1","line cd:ch1","line fg:ch1","Sex:ch1"
"GSM1261446","D2661_Saliva_Affected_rep1","GSM1261446","Public on May 19 2014","Nov 08 2013","May 19 2014","genomic","1","saliva (mouth swap)_affected","Canis lupus familiaris","breed: Griffon Bruxellois","Sex: Male","age: 3.9","diameter f: 41.07","line ab: 15.31","angle 1 (abc): 121.4","line bc: 11.64","line cd: 14.89","line bd: 25.97","line be: 26.25","line ae: 31.14","angle 2(caf): 72.93","angle 3 (dla): 93.72","line ag: 23.18","angle 4 (ahg): 135.53","angle 5 (afh): 45.26","line fg: 19.73","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","Cy3 and Cy5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","Genotyping batch1 regular","raw data file: Batch1_RAW.txt","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","3.9","121.4","72.93","93.72","135.53","45.26","Griffon Bruxellois","41.07","15.31","31.14","23.18","11.64","25.97","26.25","14.89","19.73","Male"
"GSM1261447","D2776_Saliva_Unaffected_rep1","GSM1261447","Public on May 19 2014","Nov 08 2013","May 19 2014","genomic","1","saliva (mouth swap)_unaffected (control)","Canis lupus familiaris","breed: Griffon Bruxellois","Sex: Female","age: 3.2","diameter f: 40.37","line ab: 14.67","angle 1 (abc): 114.96","line bc: 12.46","line cd: 11.54","line bd: 23.08","line be: 25.23","line ae: 29.37","angle 2(caf): 73.66","angle 3 (dla): 79.27","line ag: 23.01","angle 4 (ahg): 145.43","angle 5 (afh): 47.62","line fg: 20.62","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","Cy3 and Cy5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","Genotyping batch1 regular","raw data file: Batch1_RAW.txt","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","3.2","114.96","73.66","79.27","145.43","47.62","Griffon Bruxellois","40.37","14.67","29.37","23.01","12.46","23.08","25.23","11.54","20.62","Female"
"GSM1261448","D2797_Saliva_Unaffected_rep1","GSM1261448","Public on May 19 2014","Nov 08 2013","May 19 2014","genomic","1","saliva (mouth swap)_unaffected (control)","Canis lupus familiaris","breed: Griffon Bruxellois","Sex: Male","age: 3.2","diameter f: 38.74","line ab: 18.98","angle 1 (abc): 119.27","line bc: 10.83","line cd: 16.49","line bd: 26.06","line be: 25.89","line ae: 30.69","angle 2(caf): 73.34","angle 3 (dla): 77.45","line ag: 23.63","angle 4 (ahg): 146.31","angle 5 (afh): 45.85","line fg: 20.36","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","Cy3 and Cy5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","Genotyping batch1 regular","raw data file: Batch1_RAW.txt","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","3.2","119.27","73.34","77.45","146.31","45.85","Griffon Bruxellois","38.74","18.98","30.69","23.63","10.83","26.06","25.89","16.49","20.36","Male"
"GSM1261449","D2880_Saliva_Affected_rep1","GSM1261449","Public on May 19 2014","Nov 08 2013","May 19 2014","genomic","1","saliva (mouth swap)_affected","Canis lupus familiaris","breed: Griffon Bruxellois","Sex: Male","age: 2.8","diameter f: 41.09","line ab: 15.86","angle 1 (abc): 116.35","line bc: 12.73","line cd: 14.18","line bd: 25.37","line be: 26.5","line ae: 29.87","angle 2(caf): 76.12","angle 3 (dla): 82.47","line ag: 25.39","angle 4 (ahg): 145.82","angle 5 (afh): 48.98","line fg: 21.72","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","Cy3 and Cy5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","Genotyping batch1 regular","raw data file: Batch1_RAW.txt","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","2.8","116.35","76.12","82.47","145.82","48.98","Griffon Bruxellois","41.09","15.86","29.87","25.39","12.73","25.37","26.5","14.18","21.72","Male"
"GSM1261450","D2976_Saliva_Affected_rep1","GSM1261450","Public on May 19 2014","Nov 08 2013","May 19 2014","genomic","1","saliva (mouth swap)_affected","Canis lupus familiaris","breed: Griffon Bruxellois","Sex: Female","age: 1.4","diameter f: 43","line ab: 16.51","angle 1 (abc): 110.82","line bc: 12.37","line cd: 13.65","line bd: 25.49","line be: 26.45","line ae: 31.57","angle 2(caf): 70.27","angle 3 (dla): 89.58","line ag: 26.8","angle 4 (ahg): 138.2","angle 5 (afh): 45.24","line fg: 19.78","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","Cy3 and Cy5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","Genotyping batch1 regular","raw data file: Batch1_RAW.txt","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","1.4","110.82","70.27","89.58","138.2","45.24","Griffon Bruxellois","43","16.51","31.57","26.8","12.37","25.49","26.45","13.65","19.78","Female"
"GSM1261451","D2137_Saliva_Affected_rep1","GSM1261451","Public on May 19 2014","Nov 08 2013","May 19 2014","genomic","1","saliva (mouth swap)_affected","Canis lupus familiaris","breed: Griffon Bruxellois","Sex: Female","age: 2.4","diameter f: 38.24","line ab: 16.04","angle 1 (abc): 108.52","line bc: 11.22","line cd: 11.98","line bd: 23.29","line be: 23.49","line ae: 31.43","angle 2(caf): 52.83","angle 3 (dla): 102.76","line ag: 14.95","angle 4 (ahg): 139.21","angle 5 (afh): 20.63","line fg: 18.42","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","Cy3 and Cy5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","Genotyping batch1 Whole genome amplified using the Repli-g kit","raw data file: Batch1_whole_genome_amplified_RAW.txt","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","2.4","108.52","52.83","102.76","139.21","20.63","Griffon Bruxellois","38.24","16.04","31.43","14.95","11.22","23.29","23.49","11.98","18.42","Female"
"GSM1261452","D2139_Saliva_Unaffected_rep1","GSM1261452","Public on May 19 2014","Nov 08 2013","May 19 2014","genomic","1","saliva (mouth swap)_unaffected (control)","Canis lupus familiaris","breed: Griffon Bruxellois","Sex: Male","age: 10.5","diameter f: 40.29","line ab: 15.32","angle 1 (abc): 121.21","line bc: 11.94","line cd: 13.49","line bd: 23.88","line be: 26.5","line ae: 28.09","angle 2(caf): 86.51","angle 3 (dla): 80.85","line ag: 24.48","angle 4 (ahg): 145.29","angle 5 (afh): 46.76","line fg: 18.3","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","Cy3 and Cy5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","Genotyping batch1 Whole genome amplified using the Repli-g kit","raw data file: Batch1_whole_genome_amplified_RAW.txt","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","10.5","121.21","86.51","80.85","145.29","46.76","Griffon Bruxellois","40.29","15.32","28.09","24.48","11.94","23.88","26.5","13.49","18.3","Male"
"GSM1261453","D2175_Saliva_Unaffected_rep1","GSM1261453","Public on May 19 2014","Nov 08 2013","May 19 2014","genomic","1","saliva (mouth swap)_unaffected (control)","Canis lupus familiaris","breed: Griffon Bruxellois","Sex: Female","age: 5.1","diameter f: 40.78","line ab: 14.83","angle 1 (abc): 118.56","line bc: 9.71","line cd: 11.82","line bd: 21.07","line be: 26.78","line ae: 29.26","angle 2(caf): 85.46","angle 3 (dla): 89.23","line ag: 26.22","angle 4 (ahg): 138.02","angle 5 (afh): 50.64","line fg: 17.69","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","Cy3 and Cy5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","Genotyping batch1 Whole genome amplified using the Repli-g kit","raw data file: Batch1_whole_genome_amplified_RAW.txt","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","5.1","118.56","85.46","89.23","138.02","50.64","Griffon Bruxellois","40.78","14.83","29.26","26.22","9.71","21.07","26.78","11.82","17.69","Female"
"GSM1261454","D2811_Saliva_Unaffected_rep1","GSM1261454","Public on May 19 2014","Nov 08 2013","May 19 2014","genomic","1","saliva (mouth swap)_unaffected (control)","Canis lupus familiaris","breed: Griffon Bruxellois","Sex: Male","age: 7.7","diameter f: 41.8","line ab: 15.15","angle 1 (abc): 109.46","line bc: 12.86","line cd: 13.84","line bd: 26.56","line be: 26.83","line ae: 31.86","angle 2(caf): 66.04","angle 3 (dla): 91.33","line ag: 23.58","angle 4 (ahg): 139.26","angle 5 (afh): 44.32","line fg: 19.71","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","Cy3 and Cy5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","Genotyping batch1 Whole genome amplified using the Repli-g kit","raw data file: Batch1_whole_genome_amplified_RAW.txt","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","7.7","109.46","66.04","91.33","139.26","44.32","Griffon Bruxellois","41.8","15.15","31.86","23.58","12.86","26.56","26.83","13.84","19.71","Male"
"GSM1261455","D2815_Saliva_Unaffected_rep1","GSM1261455","Public on May 19 2014","Nov 08 2013","May 19 2014","genomic","1","saliva (mouth swap)_unaffected (control)","Canis lupus familiaris","breed: Griffon Bruxellois","Sex: Male","age: 6","diameter f: 43.21","line ab: 17.5","angle 1 (abc): 110.1","line bc: 13.43","line cd: 13.07","line bd: 25.75","line be: 26.24","line ae: 32.37","angle 2(caf): 65.26","angle 3 (dla): 83.95","line ag: 22.56","angle 4 (ahg): 124.34","angle 5 (afh): 41.63","line fg: 19.86","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","Cy3 and Cy5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","Genotyping batch1 Whole genome amplified using the Repli-g kit","raw data file: Batch1_whole_genome_amplified_RAW.txt","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","6","110.1","65.26","83.95","124.34","41.63","Griffon Bruxellois","43.21","17.5","32.37","22.56","13.43","25.75","26.24","13.07","19.86","Male"
"GSM1261456","D2825_Saliva_Unaffected_rep1","GSM1261456","Public on May 19 2014","Nov 08 2013","May 19 2014","genomic","1","saliva (mouth swap)_unaffected (control)","Canis lupus familiaris","breed: Griffon Bruxellois","Sex: Male","age: 6.2","diameter f: 43.38","line ab: 17.49","angle 1 (abc): 116.19","line bc: 14.7","line cd: 16.49","line bd: 28.79","line be: 29.58","line ae: 33.06","angle 2(caf): 75.03","angle 3 (dla): 75.15","line ag: 24.19","angle 4 (ahg): 131.94","angle 5 (afh): 44.32","line fg: 20.43","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","Cy3 and Cy5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","Genotyping batch1 Whole genome amplified using the Repli-g kit","raw data file: Batch1_whole_genome_amplified_RAW.txt","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","6.2","116.19","75.03","75.15","131.94","44.32","Griffon Bruxellois","43.38","17.49","33.06","24.19","14.7","28.79","29.58","16.49","20.43","Male"
"GSM1261457","D2826_Saliva_Affected_rep1","GSM1261457","Public on May 19 2014","Nov 08 2013","May 19 2014","genomic","1","saliva (mouth swap)_affected","Canis lupus familiaris","breed: Griffon Bruxellois","Sex: Female","age: 3.2","diameter f: 44.12","line ab: 14.28","angle 1 (abc): 118.57","line bc: 13.05","line cd: 14.89","line bd: 27.46","line be: 28.18","line ae: 33.89","angle 2(caf): 65.53","angle 3 (dla): 99.46","line ag: 20.99","angle 4 (ahg): 134.67","angle 5 (afh): 38.33","line fg: 21.91","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","Cy3 and Cy5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","Genotyping batch1 Whole genome amplified using the Repli-g kit","raw data file: Batch1_whole_genome_amplified_RAW.txt","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","3.2","118.57","65.53","99.46","134.67","38.33","Griffon Bruxellois","44.12","14.28","33.89","20.99","13.05","27.46","28.18","14.89","21.91","Female"
"GSM1261458","D2851_Saliva_Affected_rep1","GSM1261458","Public on May 19 2014","Nov 08 2013","May 19 2014","genomic","1","saliva (mouth swap)_affected","Canis lupus familiaris","breed: Griffon Bruxellois","Sex: Male","age: 3","diameter f: 46.04","line ab: 14.71","angle 1 (abc): 115.05","line bc: 13.83","line cd: 12.85","line bd: 24.78","line be: 28.17","line ae: 31.96","angle 2(caf): 77.42","angle 3 (dla): 78.04","line ag: 24.2","angle 4 (ahg): 126.21","angle 5 (afh): 45.17","line fg: 19.75","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","Cy3 and Cy5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","Genotyping batch1 Whole genome amplified using the Repli-g kit","raw data file: Batch1_whole_genome_amplified_RAW.txt","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","3","115.05","77.42","78.04","126.21","45.17","Griffon Bruxellois","46.04","14.71","31.96","24.2","13.83","24.78","28.17","12.85","19.75","Male"
"GSM1261459","D2909_Saliva_Unaffected_rep1","GSM1261459","Public on May 19 2014","Nov 08 2013","May 19 2014","genomic","1","saliva (mouth swap)_unaffected (control)","Canis lupus familiaris","breed: Griffon Bruxellois","Sex: Female","age: 11.4","diameter f: 41.5","line ab: 15.32","angle 1 (abc): 112.61","line bc: 13.28","line cd: 14.56","line bd: 27.08","line be: 27.41","line ae: 30.07","angle 2(caf): 77.71","angle 3 (dla): 81.59","line ag: 24.8","angle 4 (ahg): 142.7","angle 5 (afh): 41.53","line fg: 18.72","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","Cy3 and Cy5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","Genotyping batch1 Whole genome amplified using the Repli-g kit","raw data file: Batch1_whole_genome_amplified_RAW.txt","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","11.4","112.61","77.71","81.59","142.7","41.53","Griffon Bruxellois","41.5","15.32","30.07","24.8","13.28","27.08","27.41","14.56","18.72","Female"
"GSM1261460","D2978_Saliva_Affected_rep1","GSM1261460","Public on May 19 2014","Nov 08 2013","May 19 2014","genomic","1","saliva (mouth swap)_affected","Canis lupus familiaris","breed: Griffon Bruxellois","Sex: Female","age: 3.2","diameter f: 44.25","line ab: 17.81","angle 1 (abc): 116","line bc: 13.88","line cd: 12.57","line bd: 26.08","line be: 27.81","line ae: 35.43","angle 2(caf): 59.99","angle 3 (dla): 86.65","line ag: 22.22","angle 4 (ahg): 137.92","angle 5 (afh): 41.75","line fg: 23.1","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","Cy3 and Cy5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","Genotyping batch1 Whole genome amplified using the Repli-g kit","raw data file: Batch1_whole_genome_amplified_RAW.txt","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","3.2","116","59.99","86.65","137.92","41.75","Griffon Bruxellois","44.25","17.81","35.43","22.22","13.88","26.08","27.81","12.57","23.1","Female"
