mocha_sample_id	batch_id	green_idat	red_idat	other_id	study	broad_id_number		Comstock id	sample_type	breed	sex	health_status	Cancer	Cancer_2	Age	Age in DB	Age at death	date_of_birth	date_of_death	date_in_database	Total_mcas	Collected_healthy	size	pop
370601	A	9986836105_R06C02_Grn.idat	9986836105_R06C02_Red.idat.gz	370601		370601			Blood	Labrador Retriever	Female	MCT	Y	Y	Unknown	Unknown	Unknown	Unknown	Unknown	7/31/2013	0	U	0	834
392938	A	9986836107_R01C01_Grn.idat	9986836107_R01C01_Red.idat.gz	392938		392938			Blood	Labrador Retriever	Male	MCT	Y	Y	4.83	4.83	Unknown	10/18/2008	Unknown	8/16/2013	0	U	0	834
392940	A	9986836090_R04C02_Grn.idat	9986836090_R04C02_Red.idat.gz	392940		392940			Blood	Labrador Retriever	Female	MCT	Y	Y	9.15	9.15	Unknown	6/9/2004	Unknown	8/2/2013	0	U	0	834
392941	A	9986836028_R01C01_Grn.idat	9986836028_R01C01_Red.idat.gz	392941		392941			Blood	Labrador Retriever	Female	MCT	Y	Y	7.25	7.25	Unknown	5/13/2006	Unknown	8/12/2013	0	U	0	834
392998	A	9986836028_R06C01_Grn.idat	9986836028_R06C01_Red.idat.gz	392998		392998			Blood	Labrador Retriever	Female	MCT	Y	Y	9.33	9.33	Unknown	4/27/2004	Unknown	8/24/2013	0	U	0	834
452334	A	9986836028_R02C01_Grn.idat	9986836028_R02C01_Red.idat.gz	452334		452334			Blood	Labrador Retriever	Male	MCT	Y	Y	7.23	7.23	Unknown	9/21/2006	Unknown	12/13/2013	0	U	0	834
464748	A	9986836028_R03C01_Grn.idat	9986836028_R03C01_Red.idat.gz	464748		464748			Blood	Labrador Retriever	Female	MCT	Y	Y	9.13	9.13	Unknown	5/5/2004	Unknown	6/18/2013	0	U	0	834
464761	A	9986836007_R05C02_Grn.idat	9986836007_R05C02_Red.idat.gz	464761	0	464761			Blood	Labrador Retriever	Male	MCT	Y	Y	9.93	9.93	Unknown	1/10/2004	Unknown	12/14/2013	0	U	0	834
482413	A	9986836007_R04C02_Grn.idat	9986836007_R04C02_Red.idat.gz	482413	0	482413			Blood	Labrador Retriever	Female	MCT	Y	Y	5.25	5.25	Unknown	10/14/2008	Unknown	1/13/2014	0	U	0	834
482415	A	9986836028_R04C01_Grn.idat	9986836028_R04C01_Red.idat.gz	482415		482415			Blood	Labrador Retriever	Unknown	MCT	Y	Y	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	0	U	0	834
482416	A	9986836007_R01C02_Grn.idat	9986836007_R01C02_Red.idat.gz	482416	0	482416			Blood	Labrador Retriever	Female	MCT	Y	Y	8.08	8.08	Unknown	12/13/2005	Unknown	1/8/2014	0	U	0	834
482417	A	9986836007_R02C02_Grn.idat	9986836007_R02C02_Red.idat.gz	482417	0	482417			Blood	Labrador Retriever	Male	MCT	Y	Y	5.07	5.07	Unknown	12/30/2008	Unknown	1/24/2014	0	U	0	834
482418	A	9986836007_R03C02_Grn.idat	9986836007_R03C02_Red.idat.gz	482418	0	482418			Blood	Labrador Retriever	Female	MCT	Y	Y	7.65	7.65	Unknown	5/31/2006	Unknown	1/20/2014	0	U	0	834
482419	A	9986836090_R06C01_Grn.idat	9986836090_R06C01_Red.idat.gz	482419	0	482419			Blood	Labrador Retriever	Male	MCT	Y	Y	9.03	9.03	Unknown	1/6/2005	Unknown	1/15/2014	0	U	0	834
482420	A	9986836028_R05C01_Grn.idat	9986836028_R05C01_Red.idat.gz	482420		482420			Blood	Labrador Retriever	Male	MCT	Y	Y	1.61	1.61	Unknown	5/31/2012	Unknown	1/7/2014	0	U	0	834
501766	A	9986836090_R05C01_Grn.idat	9986836090_R05C01_Red.idat.gz	501766	0	501766			Blood	Labrador Retriever	Male	MCT	Y	Y	9.75	9.75	Unknown	4/16/2004	Unknown	1/13/2014	0	U	0	834
528105	A	9986836090_R06C02_Grn.idat	9986836090_R06C02_Red.idat.gz	528105		528105			Blood	Labrador Retriever	Female	MCT	Y	Y	13.18	13.18	Unknown	1/17/2001	Unknown	3/19/2014	0	U	0	834
528112	A	9986836105_R02C02_Grn.idat	9986836105_R02C02_Red.idat.gz	528112		528112			Blood	Labrador Retriever	Female	MCT	Y	Y	6.45	6.45	Unknown	1/9/2008	Unknown	6/19/2014	0	U	0	834
551510	A	9986836037_R05C01_Grn.idat	9986836037_R05C01_Red.idat.gz	551510		551510			Blood	Labrador Retriever	Male	MCT	Y	Y	9.31	9.31	Unknown	2/24/2005	Unknown	6/14/2014	0	U	0	834
551535	A	9986836104_R05C01_Grn.idat	9986836104_R05C01_Red.idat.gz	551535		551535			Blood	Labrador Retriever	Male	MCT	Y	Y	7.14	7.14	Unknown	4/22/2007	Unknown	6/9/2014	0	U	0	834
551553	A	9986836084_R05C01_Grn.idat	9986836084_R05C01_Red.idat.gz	551553		551553			Blood	Labrador Retriever	Unknown	MCT	Y	Y	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	0	U	0	834
551554	A	9986836037_R02C01_Grn.idat	9986836037_R02C01_Red.idat.gz	551554		551554			Blood	Labrador Retriever	Female	MCT	Y	Y	10.74	10.74	Unknown	9/25/2003	Unknown	6/18/2014	0	U	0	834
551611	A	9986836037_R03C02_Grn.idat	9986836037_R03C02_Red.idat.gz	551611		551611			Blood	Labrador Retriever	Female	MCT	Y	Y	7.68	7.68	Unknown	11/17/2006	Unknown	7/20/2014	0	U	0	834
551614	A	9986836037_R06C02_Grn.idat	9986836037_R06C02_Red.idat.gz	551614		551614			Blood	Labrador Retriever	Female	MCT	Y	Y	8.58	8.58	Unknown	1/10/2006	Unknown	8/7/2014	0	U	0	834
551615	A	9986836105_R01C02_Grn.idat	9986836105_R01C02_Red.idat.gz	551615		551615			Blood	Labrador Retriever	Male	MCT	Y	Y	7.64	7.64	Unknown	12/2/2006	Unknown	7/23/2014	0	U	0	834
GOLDEN_BI_100544_BROAD_100544	A	6241420006_R03C02_Grn.idat	6241420006_R03C02_Red.idat.gz	GOLDEN_BI_100544_BROAD_100544		100544			Blood	Golden Retriever	Male	Multiple cancers	Y	Y	10.94	10.94	Unknown	5/10/2000	Unknown	4/16/2011	4	U	52	15
342479	A	9986836090_R02C02_Grn.idat	9986836090_R02C02_Red.idat.gz			342479			Blood	Labrador Retriever	Male	Multiple cancers	Y	Y	12.72	12.72	Unknown	10/11/2000	Unknown	6/26/2013	2	U	16	34
BI_15648.4_V-BI_15648.4-P1-C08	A	5532701061_R02C01_Grn.idat	5532701061_R02C01_Red.idat.gz	BI_15648.4		15648			Blood	Golden Retriever	Female	Multiple cancers	Y	Y	11.4	11.4	Unknown	2/1/1996	Unknown	6/25/2007	1	U	103	102
GOLDEN_BI_33266_BROAD_33266	A	6331409001_R05C02_Grn.idat	6331409001_R05C02_Red.idat.gz	GOLDEN_BI_33266_BROAD_33266		33266			Blood	Golden Retriever	Male	Multiple cancers	Y	Y	10.41	10.41	Unknown	10/1/1998	Unknown	2/26/2009	1	U	103	102
BI_41925_V-BI_41925-P1-E05	A	5532701003_R05C01_Grn.idat	5532701003_R05C01_Red.idat.gz	BI_41925		41925			DNA	Golden Retriever	Male	Multiple cancers	Y	Y	9.52	10.52	9.52	4/16/1999	10/20/2008	10/21/2009	1	U	103	102
12969	A	9255905009_R02C01_Grn.idat	9255905009_R02C01_Red.idat.gz	12969		12969			DNA	Golden Retriever	Male	Multiple cancers	Y	Y	11.19	13.3	11.19	1/1/1994	3/7/2005	4/17/2007	0	U	0	834
64158	A	9255905037_R01C01_Grn.idat	9255905037_R01C01_Red.idat.gz	64158		64158			Blood	Golden Retriever	Female	Multiple cancers	Y	Y	4.68	4.68	Unknown	10/9/2005	Unknown	6/12/2010	0	U	0	834
GR_BI_2093_BROAD_2093	A	4959243014_R06C02_Grn.idat	4959243014_R06C02_Red.idat.gz			2093			Blood	Golden Retriever	Male	Multiple cancers	Y	Y	11.76	11.76	12.52	1/1/1994	7/7/2006	10/3/2005	0	U	0	834
GR_BI_3527_BROAD_3527	A	4959243043_R04C01_Grn.idat	4959243043_R04C01_Red.idat.gz			3527			DNA	Golden Retriever	Female	Multiple cancers	Y	Y	7.02	7.02	12.55	11/30/1998	6/16/2011	12/6/2005	0	U	0	834
BI_14937.2_V-BI_14937.2-P1-C03	A	5532701002_R03C01_Grn.idat	5532701002_R03C01_Red.idat.gz	BI_14937.2		14937			Blood	Golden Retriever	Female	Multiple cancers	Y	Y	11.13	11.13	Unknown	5/1/1996	Unknown	6/15/2007	0	U	0	834
GOLDEN_BI_126915_BROAD_126915	A	6331273004_R03C02_Grn.idat	6331273004_R03C02_Red.idat.gz			126915			Blood	Golden Retriever	Female	Multiple cancers	Y	Y	13.32	13.32	Unknown	5/6/1998	Unknown	8/27/2011	0	U	0	834
342476	A	9986836084_R06C01_Grn.idat	9986836084_R06C01_Red.idat.gz	342476		342476			Blood	Labrador Retriever	Female	Multiple cancers	Y	Y	11.33	11.33	Unknown	3/6/2002	Unknown	7/3/2013	0	U	0	834
BI_46993_V-BI_46993-P3-F10	A	5494855030_R04C02_Grn.idat	5494855030_R04C02_Red.idat.gz	BI_46993		46993	BI_46993		Blood	Rottweiler	Female	Multiple cancers	Y	Y	11.93	11.93	Unknown	6/10/1998	7/14/2010	5/12/2010	0	U	0	834
GOLDEN_BI_1973_BROAD_1973	A	5511344013_R02C02_Grn.idat	5511344013_R02C02_Red.idat.gz			1973			Blood	Golden Retriever	Female	Multiple cancers	Y	Y	6.46	6.46	10.83	4/20/1999	2/14/2010	10/3/2005	0	U	0	834
BI_2229.1_V-BI_2229.1-P1-E09	A	5532701062_R03C01_Grn.idat	5532701062_R03C01_Red.idat.gz	BI_2229.1		2229			Blood	Golden Retriever	Male	Multiple cancers	Y	Y	9.84	10.7	9.84	3/29/1999	1/26/2009	12/8/2009	0	U	0	834
BI_03564	A	4995631037_R01C02_Grn.idat	4995631037_R01C02_Red.idat.gz	BI_03564		3564			Blood	Golden Retriever	Male	Multiple cancers	Y	Y	13.7	14.89	13.7	1/17/1995	9/26/2008	12/4/2009	0	U	0	834
GOLDEN_BI_3691_BROAD_3691	A	6331337005_R05C01_Grn.idat	6331337005_R05C01_Red.idat.gz			3691			Blood	Golden Retriever	Unknown	Multiple cancers	Y	Y	1.85	1.85	Unknown	1/29/2004	Unknown	12/6/2005	0	U	0	834
GOLDEN_BI_12488_BROAD_12488	A	6241420010_R01C02_Grn.idat	6241420010_R01C02_Red.idat.gz			12488			Blood	Golden Retriever	Male	Multiple cancers	Y	Y	10.59	10.59	13.34	8/25/1996	12/23/2009	3/26/2007	0	U	0	834
BI_14180.2_V-BI_14180.2-P1-A04	A	5532701001_R04C01_Grn.idat	5532701001_R04C01_Red.idat.gz	BI_14180.2		14180			Blood	Golden Retriever	Female	Multiple cancers	Y	Y	9.53	9.53	9.66	11/12/1997	7/10/2007	5/24/2007	0	U	0	834
BI_14241.2_V-BI_14241.2-P1-A05	A	5532701001_R05C01_Grn.idat	5532701001_R05C01_Red.idat.gz	BI_14241.2		14241			Blood	Golden Retriever	Female	Multiple cancers	Y	Y	10.25	10.25	Unknown	2/28/1997	Unknown	5/29/2007	0	U	0	834
GR_BI_14539_BROAD_14539	A	4959243030_R02C01_Grn.idat	4959243030_R02C01_Red.idat.gz			14539			Blood	Golden Retriever	Male	Multiple cancers	Y	Y	10.68	10.68	Unknown	1/1/1997	Unknown	9/6/2007	0	U	0	834
BI_14688	A	4995631043_R02C02_Grn.idat	4995631043_R02C02_Red.idat.gz	BI_14688		14688			Blood	Golden Retriever	Female	Multiple cancers	Y	Y	9.52	9.54	9.52	11/26/1997	6/1/2007	6/10/2007	0	U	0	834
BI_14912.3_V-BI_14912.3-P1-A11	A	5532701010_R05C01_Grn.idat	5532701010_R05C01_Red.idat.gz	BI_14912.3		14912			Blood	Golden Retriever	Male	Multiple cancers	Y	Y	12.14	13.13	12.14	5/1/1994	6/18/2006	6/15/2007	0	U	0	834
BI_14939.2_V-BI_14939.2-P1-C04	A	5532701002_R04C01_Grn.idat	5532701002_R04C01_Red.idat.gz	BI_14939.2		14939			Blood	Golden Retriever	Female	Multiple cancers	Y	Y	11.61	11.61	14.13	11/8/1995	12/22/2009	6/15/2007	0	U	0	834
BI_27041	A	4995631040_R03C01_Grn.idat	4995631040_R03C01_Red.idat.gz	BI_27041		27041			Blood	Golden Retriever	Male	Multiple cancers	Y	Y	10.78	10.79	10.78	11/14/1997	8/22/2008	8/25/2008	0	U	0	834
BI_28375.1_V-BI_28375.1-P1-E01	A	5532701003_R01C01_Grn.idat	5532701003_R01C01_Red.idat.gz	BI_28375.1		28375			Blood	Golden Retriever	Male	Multiple cancers	Y	Y	11.19	11.19	Unknown	7/20/1997	Unknown	9/23/2008	0	U	0	834
GOLDEN_BI_28376_BROAD_28376	A	6331337001_R05C01_Grn.idat	6331337001_R05C01_Red.idat.gz			28376			Blood	Golden Retriever	Female	Multiple cancers	Y	Y	9.99	9.99	Unknown	10/1/1998	Unknown	9/24/2008	0	U	0	834
GOLDEN_BI_29269_BROAD_29269	A	6241420019_R01C02_Grn.idat	6241420019_R01C02_Red.idat.gz			29269			Blood	Golden Retriever	Male	Multiple cancers	Y	Y	6.82	6.82	Unknown	1/1/2002	Unknown	10/25/2008	0	U	0	834
GOLDEN_BI_30644_BROAD_30644	A	5511344015_R06C02_Grn.idat	5511344015_R06C02_Red.idat.gz			30644			Blood	Golden Retriever	Male	Multiple cancers	Y	Y	7.73	7.73	Unknown	1/1/2001	Unknown	9/23/2008	0	U	0	834
BI_03743	A	4995631037_R05C02_Grn.idat	4995631037_R05C02_Red.idat.gz	BI_03743		"3736, 3743"	3736		Blood	Golden Retriever	Female	Multiple cancers	Y	Y	14.54	18.86	14.54	1/28/1991	8/9/2005	12/3/2009	0	U	0	834
GREY_BI_20721_BROAD_20721	A	4959243108_R02C02_Grn.idat	4959243108_R02C02_Red.idat.gz	GREY_BI_20721_BROAD_20721		20721			Blood	Greyhound	Male	Multiple cancers	Y	Y	11.01	11.01	Unknown	1/1/1997	Unknown	1/3/2008	0	U	0	834
BI_24126_V-BI_24126-P2-A11	A	5511344030_R05C01_Grn.idat	5511344030_R05C01_Red.idat.gz	BI_24126		24126	BI_24126		Blood	Rottweiler	Male	Multiple cancers	Y	Y	8.98	8.98	Unknown	4/16/1999	6/20/2011	4/7/2008	0	U	0	834
BOXER_BI_15881_BROAD_15881	A	5500696012_R01C01_Grn.idat	5500696012_R01C01_Red.idat.gz			15881			Blood	Boxer	Female	Myelopathy	N	N	8.14	8.14	Unknown	5/23/1999	Unknown	7/10/2007	0	U	0	2859
GREY_BI_26711_BROAD_26711	A	4959243115_R03C01_Grn.idat	4959243115_R03C01_Red.idat.gz	26711		26711			Blood	Greyhound	Female	OSA	Y	Y	10.55	10.55	Unknown	1/1/1998	Unknown	7/18/2008	4	U	4	15
BI_542_V-BI_542-P2-E04	A	5532701026_R04C01_Grn.idat	5532701026_R04C01_Red.idat.gz	BI_542		0	Comstock_542	542	Blood	Rottweiler	Female	OSA	Y	Y	8.44	8.44	Unknown	11/3/1997	Unknown	4/10/2006	4	U	4	15
GOLDEN_BI_12698_BROAD_12698	A	6331273001_R06C01_Grn.idat	6331273001_R06C01_Red.idat.gz	GOLDEN_BI_12698_BROAD_12698		12698			Blood	Golden Retriever	Male	OSA	Y	Y	14.26	14.26	14.54	1/1/1993	7/15/2007	4/3/2007	3	U	51	18
BI_7368_V-BI_7368-P2-A09	A	5511344030_R03C01_Grn.idat	5511344030_R03C01_Red.idat.gz	BI_7368		7368	BI_7368		Blood	Rottweiler	Female	OSA	Y	Y	11.72	11.72	Unknown	11/9/1994	Unknown	7/28/2006	2	U	4	34
GOLDEN_BI_3729_BROAD_3729	A	6331273004_R02C01_Grn.idat	6331273004_R02C01_Red.idat.gz	GOLDEN_BI_3729_BROAD_3729		3729			Blood	Golden Retriever	Female	OSA	Y	Y	14.58	14.88	14.58	1/23/1991	8/19/2005	12/6/2005	2	U	72	34
BI_616_V-BI_616-P2-H05	A	5511344028_R05C02_Grn.idat	5511344028_R05C02_Red.idat.gz	BI_616		0	Comstock_616	616	Blood	Rottweiler	Male	OSA	Y	Y	1.07	1.07	Unknown	7/11/2005	Unknown	8/7/2006	2	U	4	34
GOLDEN_BI_2873_BROAD_2873	A	6331273004_R04C02_Grn.idat	6331273004_R04C02_Red.idat.gz	GOLDEN_BI_2873_BROAD_2873		2873			Blood	Golden Retriever	Female	OSA	Y	Y	14.52	20.74	14.52	6/23/1991	12/27/2005	3/13/2012	1	U	103	102
GOLDEN_BI_5893_BROAD_5893	A	6331273010_R04C02_Grn.idat	6331273010_R04C02_Red.idat.gz	GOLDEN_BI_5893_BROAD_5893		5893			Blood	Golden Retriever	Male	OSA	Y	Y	Unknown	Unknown	Unknown	Unknown	Unknown	6/7/2006	1	U	103	102
GOLDEN_BI_21374_BROAD_21374	A	6331273004_R05C02_Grn.idat	6331273004_R05C02_Red.idat.gz	GOLDEN_BI_21374_BROAD_21374		21374			Blood	Golden Retriever	Male	OSA	Y	Y	Unknown	Unknown	Unknown	Unknown	Unknown	1/18/2008	1	U	103	102
GOLDEN_BI_26161_BREEN_26161	A	6331337012_R04C01_Grn.idat	6331337012_R04C01_Red.idat.gz	GOLDEN_BI_26161_BREEN_26161		26161			Blood	Golden Retriever	Male	OSA	Y	Y	10.61	10.61	Unknown	12/2/1997	Unknown	7/10/2008	1	U	103	102
GOLDEN_BI_28705_BREEN_28705	A	6331273010_R06C02_Grn.idat	6331273010_R06C02_Red.idat.gz	GOLDEN_BI_28705_BREEN_28705		28705			Blood	Golden Retriever	Female	OSA	Y	Y	9.77	9.77	Unknown	1/1/1999	Unknown	10/6/2008	1	U	103	102
GREY_BI_6553_BROAD_6553	A	4995631016_R05C01_Grn.idat	4995631016_R05C01_Red.idat.gz	6553		6553			Blood	Greyhound	Female	OSA	Y	Y	14.53	14.53	Unknown	1/1/1992	Unknown	7/11/2006	1	U	8	102
GREY_BI_6554_BROAD_6554	A	4995631016_R05C02_Grn.idat	4995631016_R05C02_Red.idat.gz	6554		6554			Blood	Greyhound	Female	OSA	Y	Y	17.53	17.53	Unknown	1/1/1989	Unknown	7/11/2006	1	U	8	102
BI_467_V-BI_467-P2-G04	A	5511344028_R04C01_Grn.idat	5511344028_R04C01_Red.idat.gz	BI_467		0	Comstock_467	467	Unknown	Rottweiler	Female	OSA	Y	Y	9.94	9.94	Unknown	12/1/1995	Unknown	11/7/2005	1	U	16	102
BI_6634_V-BI_6634-P2-B03	A	5532701014_R03C02_Grn.idat	5532701014_R03C02_Red.idat.gz	BI_6634		6634	BI_6634		Blood	Rottweiler	Female	OSA	Y	Y	9.38	9.38	Unknown	3/1/1997	7/20/2006	7/17/2006	1	U	16	102
BI_12433_V-BI_12433-P2-B02	A	5532701014_R02C02_Grn.idat	5532701014_R02C02_Red.idat.gz	BI_12433		12433	BI_12433		Blood	Rottweiler	Female	OSA	Y	Y	7.89	7.89	Unknown	5/2/1999	Unknown	3/20/2007	1	U	16	102
BI_26285_V-BI_26285-P3-B12	A	5494855016_R06C02_Grn.idat	5494855016_R06C02_Red.idat.gz	BI_26285		26285	BI_26285		DNA	Rottweiler	Unknown	OSA	Y	Y	Unknown	Unknown	Unknown	Unknown	Unknown	5/19/2008	1	U	16	102
BI_3921_V-BI_3921-P2-B06	A	5532701014_R06C02_Grn.idat	5532701014_R06C02_Red.idat.gz	BI_3921		"3920, 3921"	3921		Blood	Rottweiler	Male	OSA	Y	Y	1.14	1.14	Unknown	10/15/2004	4/7/2006	12/6/2005	1	U	16	102
LE458_Leonberger	A	9482877042_R03C01_Grn.idat	9482877042_R03C01_Red.idat.gz			LE0458	#N/A		Blood	Leonberger	Female	HSA	Y	Y	8.67	8.67	Unknown	6/3/1998	10/10/2008	2/1/2007	0	U	0	834
GREY_BI_5422_BROAD_5422	A	4959243104_R02C01_Grn.idat	4959243104_R02C01_Red.idat.gz	GREY_BI_5422_BROAD_5422		5422			Blood	Greyhound	Male	OSA	Y	Y	6.95	6.95	Unknown	6/8/1999	Unknown	5/18/2006	0	U	0	834
GOLDEN_BI_2187_BROAD_2187	A	6331337012_R03C02_Grn.idat	6331337012_R03C02_Red.idat.gz			2187			Blood	Golden Retriever	Male	OSA	Y	Y	2.45	2.45	Unknown	4/22/2003	Unknown	10/3/2005	0	U	0	834
GOLDEN_BI_2353_BROAD_2353	A	5511344020_R04C01_Grn.idat	5511344020_R04C01_Red.idat.gz			2353			Blood	Golden Retriever	Male	OSA	Y	Y	9.38	12.16	9.38	10/14/1997	2/28/2007	12/8/2009	0	U	0	834
GOLDEN_BI_2633_BROAD_2633	A	6331337003_R04C02_Grn.idat	6331337003_R04C02_Red.idat.gz			2633			Blood	Golden Retriever	Female	OSA	Y	Y	10.8	10.8	Unknown	1/1/1995	Unknown	10/18/2005	0	U	0	834
BI_03195	A	4995631040_R06C02_Grn.idat	4995631040_R06C02_Red.idat.gz	BI_03195		3195			Blood	Golden Retriever	Female	OSA	Y	Y	14.44	14.44	16.36	7/1/1991	11/7/2007	12/6/2005	0	U	0	834
GOLDEN_BI_3225_BROAD_3225	A	6331337003_R02C01_Grn.idat	6331337003_R02C01_Red.idat.gz			3225			Blood	Golden Retriever	Female	OSA	Y	Y	11.94	11.94	Unknown	1/1/1994	Unknown	12/6/2005	0	U	0	834
GOLDEN_BI_3692_BROAD_3692	A	6331337001_R06C01_Grn.idat	6331337001_R06C01_Red.idat.gz			3692			Blood	Golden Retriever	Unknown	OSA	Y	Y	10.65	10.65	Unknown	4/14/1995	Unknown	12/6/2005	0	U	0	834
GOLDEN_BI_3693_BROAD_3693	A	6331273010_R02C01_Grn.idat	6331273010_R02C01_Red.idat.gz			3693			Blood	Golden Retriever	Unknown	OSA	Y	Y	2.89	2.89	Unknown	1/15/2003	Unknown	12/6/2005	0	U	0	834
GOLDEN_BI_3731_BROAD_3731	A	6331337012_R02C01_Grn.idat	6331337012_R02C01_Red.idat.gz			3731			Blood	Golden Retriever	Female	OSA	Y	Y	11.17	11.17	Unknown	10/9/1994	Unknown	12/6/2005	0	U	0	834
GOLDEN_BI_3741_BROAD_3741	A	6331337004_R06C01_Grn.idat	6331337004_R06C01_Red.idat.gz			3741			Blood	Golden Retriever	Unknown	OSA	Y	Y	Unknown	Unknown	Unknown	Unknown	Unknown	12/6/2005	0	U	0	834
GOLDEN_BI_3744_BROAD_3744	A	6331337012_R04C02_Grn.idat	6331337012_R04C02_Red.idat.gz			3744			Blood	Golden Retriever	Female	OSA	Y	Y	12.37	12.37	Unknown	7/27/1993	Unknown	12/6/2005	0	U	0	834
GOLDEN_BI_11594_BROAD_11594	A	6331273010_R01C01_Grn.idat	6331273010_R01C01_Red.idat.gz			11594			Blood	Golden Retriever	Female	OSA	Y	Y	9.13	9.13	Unknown	1/1/1998	Unknown	2/15/2007	0	U	0	834
GOLDEN_BI_12340_BROAD_12340	A	6331337012_R01C01_Grn.idat	6331337012_R01C01_Red.idat.gz			12340			DNA	Golden Retriever	Male	OSA	Y	Y	7.44	7.44	8.16	10/8/1999	12/5/2007	3/15/2007	0	U	0	834
GOLDEN_BI_12342_BROAD_12342	A	6331273010_R03C02_Grn.idat	6331273010_R03C02_Red.idat.gz			12342			DNA	Golden Retriever	Male	OSA	Y	Y	Unknown	Unknown	Unknown	11/7/1996	Unknown	Unknown	0	U	0	834
GOLDEN_BI_12708_BROAD_12708	A	6331273001_R01C02_Grn.idat	6331273001_R01C02_Red.idat.gz			12708			Blood	Golden Retriever	Male	OSA	Y	Y	1.16	1.16	Unknown	2/3/2006	Unknown	4/3/2007	0	U	0	834
GOLDEN_BI_14443_BROAD_14443	A	6331337005_R06C01_Grn.idat	6331337005_R06C01_Red.idat.gz			14443			Blood	Golden Retriever	Male	OSA	Y	Y	14.34	14.34	Unknown	5/23/1993	Unknown	9/21/2007	0	U	0	834
GOLDEN_BI_14528_BROAD_14528	A	6331337003_R03C01_Grn.idat	6331337003_R03C01_Red.idat.gz			14528			Blood	Golden Retriever	Male	OSA	Y	Y	8.66	8.66	Unknown	1/1/1999	Unknown	8/27/2007	0	U	0	834
GOLDEN_BI_20071_BROAD_20071	A	6331337001_R01C02_Grn.idat	6331337001_R01C02_Red.idat.gz			20071			Blood	Golden Retriever	Female	OSA	Y	Y	11.95	11.95	Unknown	1/1/1996	Unknown	12/10/2007	0	U	0	834
GOLDEN_BI_20074_BROAD_20074	A	6331337003_R05C02_Grn.idat	6331337003_R05C02_Red.idat.gz			20074			Blood	Golden Retriever	Male	OSA	Y	Y	7.95	7.95	Unknown	1/1/2000	Unknown	12/12/2007	0	U	0	834
GR_BI_21207_BROAD_21207_iid	A	4959243037_R06C01_Grn.idat	4959243037_R06C01_Red.idat.gz	GR_BI_21207_BROAD_21207_iid		21207			Blood	Golden Retriever	Male	OSA	Y	Y	11.2	11.2	Unknown	11/7/1996	Unknown	1/16/2008	0	U	0	834
GOLDEN_BI_21217_BROAD_21217	A	6331273004_R03C01_Grn.idat	6331273004_R03C01_Red.idat.gz			21217			Blood	Golden Retriever	Male	OSA	Y	Y	11.69	11.69	Unknown	5/11/1996	Unknown	1/16/2008	0	U	0	834
GOLDEN_BI_26158_BREEN_26158	A	6331337012_R06C02_Grn.idat	6331337012_R06C02_Red.idat.gz			26158			Blood	Golden Retriever	Male	OSA	Y	Y	8.71	8.71	Unknown	10/27/1999	Unknown	7/10/2008	0	U	0	834
GOLDEN_BI_26159_BREEN_26159	A	6331337005_R02C02_Grn.idat	6331337005_R02C02_Red.idat.gz			26159			Blood	Golden Retriever	Male	OSA	Y	Y	8.95	8.95	Unknown	7/30/1999	Unknown	7/10/2008	0	U	0	834
GOLDEN_BI_26260_BREEN_26260	A	6331337004_R01C02_Grn.idat	6331337004_R01C02_Red.idat.gz			26260			DNA	Golden Retriever	Unknown	OSA	Y	Y	Unknown	Unknown	Unknown	Unknown	Unknown	5/19/2008	0	U	0	834
GOLDEN_BI_26261_BREEN_26261	A	6331273010_R05C02_Grn.idat	6331273010_R05C02_Red.idat.gz			26261			DNA	Golden Retriever	Unknown	OSA	Y	Y	Unknown	Unknown	Unknown	Unknown	Unknown	5/19/2008	0	U	0	834
GOLDEN_BI_26262_BREEN_26262	A	6331273010_R03C01_Grn.idat	6331273010_R03C01_Red.idat.gz			26262			DNA	Golden Retriever	Unknown	OSA	Y	Y	Unknown	Unknown	Unknown	Unknown	Unknown	5/19/2008	0	U	0	834
GOLDEN_BI_26263_BREEN_26263	A	6331337012_R05C02_Grn.idat	6331337012_R05C02_Red.idat.gz			26263			DNA	Golden Retriever	Unknown	OSA	Y	Y	Unknown	Unknown	Unknown	Unknown	Unknown	5/19/2008	0	U	0	834
GOLDEN_BI_26265_BREEN_26265	A	6331337005_R01C02_Grn.idat	6331337005_R01C02_Red.idat.gz			26265			DNA	Golden Retriever	Unknown	OSA	Y	Y	Unknown	Unknown	Unknown	Unknown	Unknown	5/19/2008	0	U	0	834
GOLDEN_BI_26267_BREEN_26267	A	6331337003_R04C01_Grn.idat	6331337003_R04C01_Red.idat.gz			26267			DNA	Golden Retriever	Unknown	OSA	Y	Y	Unknown	Unknown	Unknown	Unknown	Unknown	5/19/2008	0	U	0	834
GOLDEN_BI_26268_BREEN_26268	A	6331337003_R06C02_Grn.idat	6331337003_R06C02_Red.idat.gz			26268			DNA	Golden Retriever	Unknown	OSA	Y	Y	Unknown	Unknown	Unknown	Unknown	Unknown	5/19/2008	0	U	0	834
GOLDEN_BI_26269_BREEN_26269	A	6331337001_R02C02_Grn.idat	6331337001_R02C02_Red.idat.gz			26269			DNA	Golden Retriever	Unknown	OSA	Y	Y	Unknown	Unknown	Unknown	Unknown	Unknown	5/19/2008	0	U	0	834
