"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","characteristics_ch1.1","characteristics_ch1.2","molecule_ch1","extract_protocol_ch1","label_ch1","label_protocol_ch1","taxid_ch1","hyb_protocol","scan_protocol","description","description.1","data_processing","platform_id","contact_name","contact_email","contact_laboratory","contact_department","contact_institute","contact_address","contact_city","contact_state","contact_zip/postal_code","contact_country","supplementary_file","supplementary_file.1","data_row_count","breed:ch1","origin:ch1","tissue:ch1"
"GSM3502186","LEOP_07703_buccal cells","GSM3502186","Public on Dec 06 2018","Dec 05 2018","Dec 06 2018","genomic","1","buccal cells","Canis lupus familiaris","origin: USA","breed: Catahoula Leopard Dog","tissue: buccal cells","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols. DNA was extracted from saliva using the DNA Genotek saliva collection kit following recommended protocol. DNA was extracted from tissue using the Qiagen DNEasy blood and tissue kits.","CY3 and CY5","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Sample name: 7703","First_half_signal.txt","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Heidi,G,Parker","hgparker@mail.nih.gov","CGS","CGB","NHGRI","50 South Dr. Rm 5347","Bethesda","MD","20874","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502186/suppl/GSM3502186_100994160144_R02C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502186/suppl/GSM3502186_100994160144_R02C01_Red.idat.gz","173662","Catahoula Leopard Dog","USA","buccal cells"
"GSM3502187","XOLO_30509_saliva","GSM3502187","Public on Dec 06 2018","Dec 05 2018","Dec 06 2018","genomic","1","saliva","Canis lupus familiaris","origin: USA","breed: Xoloitzcuinte","tissue: saliva","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols. DNA was extracted from saliva using the DNA Genotek saliva collection kit following recommended protocol. DNA was extracted from tissue using the Qiagen DNEasy blood and tissue kits.","CY3 and CY5","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Sample name: 30509","First_half_signal.txt","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Heidi,G,Parker","hgparker@mail.nih.gov","CGS","CGB","NHGRI","50 South Dr. Rm 5347","Bethesda","MD","20874","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502187/suppl/GSM3502187_100994160144_R02C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502187/suppl/GSM3502187_100994160144_R02C02_Red.idat.gz","173662","Xoloitzcuinte","USA","saliva"
"GSM3502188","AKBH_06286_whole blood","GSM3502188","Public on Dec 06 2018","Dec 05 2018","Dec 06 2018","genomic","1","whole blood","Canis lupus familiaris","origin: USA","breed: Akbash","tissue: whole blood","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols. DNA was extracted from saliva using the DNA Genotek saliva collection kit following recommended protocol. DNA was extracted from tissue using the Qiagen DNEasy blood and tissue kits.","CY3 and CY5","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Sample name: 6286","First_half_signal.txt","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Heidi,G,Parker","hgparker@mail.nih.gov","CGS","CGB","NHGRI","50 South Dr. Rm 5347","Bethesda","MD","20874","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502188/suppl/GSM3502188_100994160144_R04C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502188/suppl/GSM3502188_100994160144_R04C01_Red.idat.gz","173662","Akbash","USA","whole blood"
"GSM3502189","INCA_25399_whole blood","GSM3502189","Public on Dec 06 2018","Dec 05 2018","Dec 06 2018","genomic","1","whole blood","Canis lupus familiaris","origin: USA","breed: Peruvian Inca Orchid","tissue: whole blood","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols. DNA was extracted from saliva using the DNA Genotek saliva collection kit following recommended protocol. DNA was extracted from tissue using the Qiagen DNEasy blood and tissue kits.","CY3 and CY5","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Sample name: 25399","First_half_signal.txt","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Heidi,G,Parker","hgparker@mail.nih.gov","CGS","CGB","NHGRI","50 South Dr. Rm 5347","Bethesda","MD","20874","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502189/suppl/GSM3502189_100994160144_R04C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502189/suppl/GSM3502189_100994160144_R04C02_Red.idat.gz","173662","Peruvian Inca Orchid","USA","whole blood"
"GSM3502190","BIEW_31247_saliva","GSM3502190","Public on Dec 06 2018","Dec 05 2018","Dec 06 2018","genomic","1","saliva","Canis lupus familiaris","origin: USA","breed: Biewer Terrier","tissue: saliva","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols. DNA was extracted from saliva using the DNA Genotek saliva collection kit following recommended protocol. DNA was extracted from tissue using the Qiagen DNEasy blood and tissue kits.","CY3 and CY5","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Sample name: 31247","First_half_signal.txt","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Heidi,G,Parker","hgparker@mail.nih.gov","CGS","CGB","NHGRI","50 South Dr. Rm 5347","Bethesda","MD","20874","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502190/suppl/GSM3502190_100994160144_R05C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502190/suppl/GSM3502190_100994160144_R05C01_Red.idat.gz","173662","Biewer Terrier","USA","saliva"
"GSM3502191","MANT_12926_whole blood","GSM3502191","Public on Dec 06 2018","Dec 05 2018","Dec 06 2018","genomic","1","whole blood","Canis lupus familiaris","origin: USA","breed: Manchester Terrier","tissue: whole blood","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols. DNA was extracted from saliva using the DNA Genotek saliva collection kit following recommended protocol. DNA was extracted from tissue using the Qiagen DNEasy blood and tissue kits.","CY3 and CY5","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Sample name: 12926","First_half_signal.txt","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Heidi,G,Parker","hgparker@mail.nih.gov","CGS","CGB","NHGRI","50 South Dr. Rm 5347","Bethesda","MD","20874","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502191/suppl/GSM3502191_100994160144_R06C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502191/suppl/GSM3502191_100994160144_R06C01_Red.idat.gz","173662","Manchester Terrier","USA","whole blood"
"GSM3502192","LEOP_07702_buccal cells","GSM3502192","Public on Dec 06 2018","Dec 05 2018","Dec 06 2018","genomic","1","buccal cells","Canis lupus familiaris","origin: USA","breed: Catahoula Leopard Dog","tissue: buccal cells","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols. DNA was extracted from saliva using the DNA Genotek saliva collection kit following recommended protocol. DNA was extracted from tissue using the Qiagen DNEasy blood and tissue kits.","CY3 and CY5","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Sample name: 7702","First_half_signal.txt","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Heidi,G,Parker","hgparker@mail.nih.gov","CGS","CGB","NHGRI","50 South Dr. Rm 5347","Bethesda","MD","20874","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502192/suppl/GSM3502192_100994160144_R06C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502192/suppl/GSM3502192_100994160144_R06C02_Red.idat.gz","173662","Catahoula Leopard Dog","USA","buccal cells"
"GSM3502193","CARO_29684_whole blood","GSM3502193","Public on Dec 06 2018","Dec 05 2018","Dec 06 2018","genomic","1","whole blood","Canis lupus familiaris","origin: USA","breed: Carolina Dog","tissue: whole blood","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols. DNA was extracted from saliva using the DNA Genotek saliva collection kit following recommended protocol. DNA was extracted from tissue using the Qiagen DNEasy blood and tissue kits.","CY3 and CY5","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Sample name: 29684","First_half_signal.txt","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Heidi,G,Parker","hgparker@mail.nih.gov","CGS","CGB","NHGRI","50 South Dr. Rm 5347","Bethesda","MD","20874","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502193/suppl/GSM3502193_100994160146_R01C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502193/suppl/GSM3502193_100994160146_R01C01_Red.idat.gz","173662","Carolina Dog","USA","whole blood"
"GSM3502194","BIEW_31246_saliva","GSM3502194","Public on Dec 06 2018","Dec 05 2018","Dec 06 2018","genomic","1","saliva","Canis lupus familiaris","origin: USA","breed: Biewer Terrier","tissue: saliva","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols. DNA was extracted from saliva using the DNA Genotek saliva collection kit following recommended protocol. DNA was extracted from tissue using the Qiagen DNEasy blood and tissue kits.","CY3 and CY5","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Sample name: 31246","First_half_signal.txt","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Heidi,G,Parker","hgparker@mail.nih.gov","CGS","CGB","NHGRI","50 South Dr. Rm 5347","Bethesda","MD","20874","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502194/suppl/GSM3502194_100994160146_R02C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502194/suppl/GSM3502194_100994160146_R02C01_Red.idat.gz","173662","Biewer Terrier","USA","saliva"
"GSM3502195","LEOP_07705_buccal cells","GSM3502195","Public on Dec 06 2018","Dec 05 2018","Dec 06 2018","genomic","1","buccal cells","Canis lupus familiaris","origin: USA","breed: Catahoula Leopard Dog","tissue: buccal cells","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols. DNA was extracted from saliva using the DNA Genotek saliva collection kit following recommended protocol. DNA was extracted from tissue using the Qiagen DNEasy blood and tissue kits.","CY3 and CY5","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Sample name: 7705","First_half_signal.txt","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Heidi,G,Parker","hgparker@mail.nih.gov","CGS","CGB","NHGRI","50 South Dr. Rm 5347","Bethesda","MD","20874","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502195/suppl/GSM3502195_100994160146_R02C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502195/suppl/GSM3502195_100994160146_R02C02_Red.idat.gz","173662","Catahoula Leopard Dog","USA","buccal cells"
"GSM3502196","BIEW_31254_saliva","GSM3502196","Public on Dec 06 2018","Dec 05 2018","Dec 06 2018","genomic","1","saliva","Canis lupus familiaris","origin: USA","breed: Biewer Terrier","tissue: saliva","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols. DNA was extracted from saliva using the DNA Genotek saliva collection kit following recommended protocol. DNA was extracted from tissue using the Qiagen DNEasy blood and tissue kits.","CY3 and CY5","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Sample name: 31254","First_half_signal.txt","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Heidi,G,Parker","hgparker@mail.nih.gov","CGS","CGB","NHGRI","50 South Dr. Rm 5347","Bethesda","MD","20874","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502196/suppl/GSM3502196_100994160146_R03C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502196/suppl/GSM3502196_100994160146_R03C02_Red.idat.gz","173662","Biewer Terrier","USA","saliva"
"GSM3502197","CPBR_00888_whole blood","GSM3502197","Public on Dec 06 2018","Dec 05 2018","Dec 06 2018","genomic","1","whole blood","Canis lupus familiaris","origin: USA","breed: Chesapeake Bay Retriever","tissue: whole blood","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols. DNA was extracted from saliva using the DNA Genotek saliva collection kit following recommended protocol. DNA was extracted from tissue using the Qiagen DNEasy blood and tissue kits.","CY3 and CY5","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Sample name: 888","First_half_signal.txt","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Heidi,G,Parker","hgparker@mail.nih.gov","CGS","CGB","NHGRI","50 South Dr. Rm 5347","Bethesda","MD","20874","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502197/suppl/GSM3502197_100994160146_R04C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502197/suppl/GSM3502197_100994160146_R04C02_Red.idat.gz","173662","Chesapeake Bay Retriever","USA","whole blood"
"GSM3502198","CLSP_02588_buccal cells","GSM3502198","Public on Dec 06 2018","Dec 05 2018","Dec 06 2018","genomic","1","buccal cells","Canis lupus familiaris","origin: USA","breed: Clumber Spaniel","tissue: buccal cells","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols. DNA was extracted from saliva using the DNA Genotek saliva collection kit following recommended protocol. DNA was extracted from tissue using the Qiagen DNEasy blood and tissue kits.","CY3 and CY5","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Sample name: 2588","First_half_signal.txt","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Heidi,G,Parker","hgparker@mail.nih.gov","CGS","CGB","NHGRI","50 South Dr. Rm 5347","Bethesda","MD","20874","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502198/suppl/GSM3502198_100994160150_R04C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502198/suppl/GSM3502198_100994160150_R04C01_Red.idat.gz","173662","Clumber Spaniel","USA","buccal cells"
"GSM3502199","CARO_29687_whole blood","GSM3502199","Public on Dec 06 2018","Dec 05 2018","Dec 06 2018","genomic","1","whole blood","Canis lupus familiaris","origin: USA","breed: Carolina Dog","tissue: whole blood","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols. DNA was extracted from saliva using the DNA Genotek saliva collection kit following recommended protocol. DNA was extracted from tissue using the Qiagen DNEasy blood and tissue kits.","CY3 and CY5","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Sample name: 29687","First_half_signal.txt","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Heidi,G,Parker","hgparker@mail.nih.gov","CGS","CGB","NHGRI","50 South Dr. Rm 5347","Bethesda","MD","20874","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502199/suppl/GSM3502199_100994160150_R05C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502199/suppl/GSM3502199_100994160150_R05C01_Red.idat.gz","173662","Carolina Dog","USA","whole blood"
"GSM3502200","CAAN_30658_whole blood","GSM3502200","Public on Dec 06 2018","Dec 05 2018","Dec 06 2018","genomic","1","whole blood","Canis lupus familiaris","origin: USA","breed: Canaan Dog","tissue: whole blood","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols. DNA was extracted from saliva using the DNA Genotek saliva collection kit following recommended protocol. DNA was extracted from tissue using the Qiagen DNEasy blood and tissue kits.","CY3 and CY5","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Sample name: 30658","First_half_signal.txt","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Heidi,G,Parker","hgparker@mail.nih.gov","CGS","CGB","NHGRI","50 South Dr. Rm 5347","Bethesda","MD","20874","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502200/suppl/GSM3502200_100994160150_R06C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502200/suppl/GSM3502200_100994160150_R06C01_Red.idat.gz","173662","Canaan Dog","USA","whole blood"
"GSM3502201","GSMD_31264_saliva","GSM3502201","Public on Dec 06 2018","Dec 05 2018","Dec 06 2018","genomic","1","saliva","Canis lupus familiaris","origin: USA","breed: Greater Swiss Mountain Dog","tissue: saliva","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols. DNA was extracted from saliva using the DNA Genotek saliva collection kit following recommended protocol. DNA was extracted from tissue using the Qiagen DNEasy blood and tissue kits.","CY3 and CY5","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Sample name: 31264","First_half_signal.txt","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Heidi,G,Parker","hgparker@mail.nih.gov","CGS","CGB","NHGRI","50 South Dr. Rm 5347","Bethesda","MD","20874","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502201/suppl/GSM3502201_100994160150_R06C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502201/suppl/GSM3502201_100994160150_R06C02_Red.idat.gz","173662","Greater Swiss Mountain Dog","USA","saliva"
"GSM3502202","SVAL_08343_whole blood","GSM3502202","Public on Dec 06 2018","Dec 05 2018","Dec 06 2018","genomic","1","whole blood","Canis lupus familiaris","origin: USA","breed: Swedish Vallhund","tissue: whole blood","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols. DNA was extracted from saliva using the DNA Genotek saliva collection kit following recommended protocol. DNA was extracted from tissue using the Qiagen DNEasy blood and tissue kits.","CY3 and CY5","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Sample name: 8343","First_half_signal.txt","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Heidi,G,Parker","hgparker@mail.nih.gov","CGS","CGB","NHGRI","50 South Dr. Rm 5347","Bethesda","MD","20874","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502202/suppl/GSM3502202_101242980018_R03C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502202/suppl/GSM3502202_101242980018_R03C02_Red.idat.gz","173662","Swedish Vallhund","USA","whole blood"
"GSM3502203","SVAL_08407_whole blood","GSM3502203","Public on Dec 06 2018","Dec 05 2018","Dec 06 2018","genomic","1","whole blood","Canis lupus familiaris","origin: USA","breed: Swedish Vallhund","tissue: whole blood","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols. DNA was extracted from saliva using the DNA Genotek saliva collection kit following recommended protocol. DNA was extracted from tissue using the Qiagen DNEasy blood and tissue kits.","CY3 and CY5","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Sample name: 8407","First_half_signal.txt","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Heidi,G,Parker","hgparker@mail.nih.gov","CGS","CGB","NHGRI","50 South Dr. Rm 5347","Bethesda","MD","20874","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502203/suppl/GSM3502203_101242980037_R05C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502203/suppl/GSM3502203_101242980037_R05C01_Red.idat.gz","173662","Swedish Vallhund","USA","whole blood"
"GSM3502204","MANN_31449_whole blood","GSM3502204","Public on Dec 06 2018","Dec 05 2018","Dec 06 2018","genomic","1","whole blood","Canis lupus familiaris","origin: Italy","breed: Mannera","tissue: whole blood","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols. DNA was extracted from saliva using the DNA Genotek saliva collection kit following recommended protocol. DNA was extracted from tissue using the Qiagen DNEasy blood and tissue kits.","CY3 and CY5","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Sample name: 31449","Second_half_signal.txt","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Heidi,G,Parker","hgparker@mail.nih.gov","CGS","CGB","NHGRI","50 South Dr. Rm 5347","Bethesda","MD","20874","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502204/suppl/GSM3502204_200514100018_R01C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502204/suppl/GSM3502204_200514100018_R01C01_Red.idat.gz","173662","Mannera","Italy","whole blood"
