"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","characteristics_ch1.1","characteristics_ch1.2","molecule_ch1","extract_protocol_ch1","label_ch1","label_protocol_ch1","taxid_ch1","hyb_protocol","scan_protocol","description","data_processing","data_processing.1","platform_id","contact_name","contact_email","contact_department","contact_institute","contact_address","contact_city","contact_zip/postal_code","contact_country","supplementary_file","data_row_count","breed:ch1","gender:ch1","tissue:ch1"
"GSM1330068","DCH029_Dachshund","GSM1330068","Public on Mar 28 2014","Feb 18 2014","Mar 28 2014","genomic","1","blood","Canis lupus familiaris","breed: Dachshund","gender: Female","tissue: blood","genomic DNA","genomic DNA was extracted from blood using standard procedures","biotin","standard Illumina protocols were used and labelling was performed by Illumina Inc. USA","9615","standard Illumina protocols were used and hybridization was performed by Illumina Inc. USA","standard Illumina protocols were used and scanning was performed by Illumina Inc. USA","DCH029","Illumina Inc. USA performed the intial data processing (http://res.illumina.com/documents/products/datasheets/datasheet_caninehd.pdf). The standard cluster file that was used as reference when Log R ratios and B allele frequencies were calculated was created with the samples herein by Illumina Inc. USA. Further processing was perfromed by the authors using GenomeStudio V2010.3, Genotyping Module 1.8.4 where the Log R Ratio was corrected for GC content and low quality SNPs and intensity-only SNPs were removed. Remaining number of SNPs used in the CNV calling were 172115.","ID REF, LRR_GCC are Log R ratio values after GC-correction and this was used in the subsequent CNV discovery, Score, Theta, R, Gtype, B Allele Freq, Log R Ratio","GPL17481","Anna-Maja,,Molin","Anna-Maja.Molin@slu.se","Department of Animal Breeding and Genetics","Swedish University of Agricultural Sciences","Gerda Nilssons väg 2","Uppsala","750 07","Sweden","NONE","172115","Dachshund","Female","blood"
"GSM1330069","DCH031_Dachshund","GSM1330069","Public on Mar 28 2014","Feb 18 2014","Mar 28 2014","genomic","1","blood","Canis lupus familiaris","breed: Dachshund","gender: Male","tissue: blood","genomic DNA","genomic DNA was extracted from blood using standard procedures","biotin","standard Illumina protocols were used and labelling was performed by Illumina Inc. USA","9615","standard Illumina protocols were used and hybridization was performed by Illumina Inc. USA","standard Illumina protocols were used and scanning was performed by Illumina Inc. USA","DCH031","Illumina Inc. USA performed the intial data processing (http://res.illumina.com/documents/products/datasheets/datasheet_caninehd.pdf). The standard cluster file that was used as reference when Log R ratios and B allele frequencies were calculated was created with the samples herein by Illumina Inc. USA. Further processing was perfromed by the authors using GenomeStudio V2010.3, Genotyping Module 1.8.4 where the Log R Ratio was corrected for GC content and low quality SNPs and intensity-only SNPs were removed. Remaining number of SNPs used in the CNV calling were 172115.","ID REF, LRR_GCC are Log R ratio values after GC-correction and this was used in the subsequent CNV discovery, Score, Theta, R, Gtype, B Allele Freq, Log R Ratio","GPL17481","Anna-Maja,,Molin","Anna-Maja.Molin@slu.se","Department of Animal Breeding and Genetics","Swedish University of Agricultural Sciences","Gerda Nilssons väg 2","Uppsala","750 07","Sweden","NONE","172115","Dachshund","Male","blood"
"GSM1330098","WG0087816-DNAA09_Dalmatian","GSM1330098","Public on Mar 28 2014","Feb 18 2014","Mar 28 2014","genomic","1","blood","Canis lupus familiaris","breed: Dalmatian","gender: Female","tissue: blood","genomic DNA","genomic DNA was extracted from blood using standard procedures","biotin","standard Illumina protocols were used and labelling was performed by Illumina Inc. USA","9615","standard Illumina protocols were used and hybridization was performed by Illumina Inc. USA","standard Illumina protocols were used and scanning was performed by Illumina Inc. USA","WG0087816-DNAA09","Illumina Inc. USA performed the intial data processing (http://res.illumina.com/documents/products/datasheets/datasheet_caninehd.pdf). The standard cluster file that was used as reference when Log R ratios and B allele frequencies were calculated was created with the samples herein by Illumina Inc. USA. Further processing was perfromed by the authors using GenomeStudio V2010.3, Genotyping Module 1.8.4 where the Log R Ratio was corrected for GC content and low quality SNPs and intensity-only SNPs were removed. Remaining number of SNPs used in the CNV calling were 172115.","ID REF, LRR_GCC are Log R ratio values after GC-correction and this was used in the subsequent CNV discovery, Score, Theta, R, Gtype, B Allele Freq, Log R Ratio","GPL17481","Anna-Maja,,Molin","Anna-Maja.Molin@slu.se","Department of Animal Breeding and Genetics","Swedish University of Agricultural Sciences","Gerda Nilssons väg 2","Uppsala","750 07","Sweden","NONE","172115","Dalmatian","Female","blood"
"GSM1330099","WG0087816-DNAB09_Dalmatian","GSM1330099","Public on Mar 28 2014","Feb 18 2014","Mar 28 2014","genomic","1","blood","Canis lupus familiaris","breed: Dalmatian","gender: Female","tissue: blood","genomic DNA","genomic DNA was extracted from blood using standard procedures","biotin","standard Illumina protocols were used and labelling was performed by Illumina Inc. USA","9615","standard Illumina protocols were used and hybridization was performed by Illumina Inc. USA","standard Illumina protocols were used and scanning was performed by Illumina Inc. USA","WG0087816-DNAB09","Illumina Inc. USA performed the intial data processing (http://res.illumina.com/documents/products/datasheets/datasheet_caninehd.pdf). The standard cluster file that was used as reference when Log R ratios and B allele frequencies were calculated was created with the samples herein by Illumina Inc. USA. Further processing was perfromed by the authors using GenomeStudio V2010.3, Genotyping Module 1.8.4 where the Log R Ratio was corrected for GC content and low quality SNPs and intensity-only SNPs were removed. Remaining number of SNPs used in the CNV calling were 172115.","ID REF, LRR_GCC are Log R ratio values after GC-correction and this was used in the subsequent CNV discovery, Score, Theta, R, Gtype, B Allele Freq, Log R Ratio","GPL17481","Anna-Maja,,Molin","Anna-Maja.Molin@slu.se","Department of Animal Breeding and Genetics","Swedish University of Agricultural Sciences","Gerda Nilssons väg 2","Uppsala","750 07","Sweden","NONE","172115","Dalmatian","Female","blood"
"GSM1330100","WG0087816-DNAC09_Dalmatian","GSM1330100","Public on Mar 28 2014","Feb 18 2014","Mar 28 2014","genomic","1","blood","Canis lupus familiaris","breed: Dalmatian","gender: Male","tissue: blood","genomic DNA","genomic DNA was extracted from blood using standard procedures","biotin","standard Illumina protocols were used and labelling was performed by Illumina Inc. USA","9615","standard Illumina protocols were used and hybridization was performed by Illumina Inc. USA","standard Illumina protocols were used and scanning was performed by Illumina Inc. USA","WG0087816-DNAC09","Illumina Inc. USA performed the intial data processing (http://res.illumina.com/documents/products/datasheets/datasheet_caninehd.pdf). The standard cluster file that was used as reference when Log R ratios and B allele frequencies were calculated was created with the samples herein by Illumina Inc. USA. Further processing was perfromed by the authors using GenomeStudio V2010.3, Genotyping Module 1.8.4 where the Log R Ratio was corrected for GC content and low quality SNPs and intensity-only SNPs were removed. Remaining number of SNPs used in the CNV calling were 172115.","ID REF, LRR_GCC are Log R ratio values after GC-correction and this was used in the subsequent CNV discovery, Score, Theta, R, Gtype, B Allele Freq, Log R Ratio","GPL17481","Anna-Maja,,Molin","Anna-Maja.Molin@slu.se","Department of Animal Breeding and Genetics","Swedish University of Agricultural Sciences","Gerda Nilssons väg 2","Uppsala","750 07","Sweden","NONE","172115","Dalmatian","Male","blood"
"GSM1330101","WG0087816-DNAD09_Dalmatian","GSM1330101","Public on Mar 28 2014","Feb 18 2014","Mar 28 2014","genomic","1","blood","Canis lupus familiaris","breed: Dalmatian","gender: Female","tissue: blood","genomic DNA","genomic DNA was extracted from blood using standard procedures","biotin","standard Illumina protocols were used and labelling was performed by Illumina Inc. USA","9615","standard Illumina protocols were used and hybridization was performed by Illumina Inc. USA","standard Illumina protocols were used and scanning was performed by Illumina Inc. USA","WG0087816-DNAD09","Illumina Inc. USA performed the intial data processing (http://res.illumina.com/documents/products/datasheets/datasheet_caninehd.pdf). The standard cluster file that was used as reference when Log R ratios and B allele frequencies were calculated was created with the samples herein by Illumina Inc. USA. Further processing was perfromed by the authors using GenomeStudio V2010.3, Genotyping Module 1.8.4 where the Log R Ratio was corrected for GC content and low quality SNPs and intensity-only SNPs were removed. Remaining number of SNPs used in the CNV calling were 172115.","ID REF, LRR_GCC are Log R ratio values after GC-correction and this was used in the subsequent CNV discovery, Score, Theta, R, Gtype, B Allele Freq, Log R Ratio","GPL17481","Anna-Maja,,Molin","Anna-Maja.Molin@slu.se","Department of Animal Breeding and Genetics","Swedish University of Agricultural Sciences","Gerda Nilssons väg 2","Uppsala","750 07","Sweden","NONE","172115","Dalmatian","Female","blood"
"GSM1330102","WG0087816-DNAE09_Dalmatian","GSM1330102","Public on Mar 28 2014","Feb 18 2014","Mar 28 2014","genomic","1","blood","Canis lupus familiaris","breed: Dalmatian","gender: Female","tissue: blood","genomic DNA","genomic DNA was extracted from blood using standard procedures","biotin","standard Illumina protocols were used and labelling was performed by Illumina Inc. USA","9615","standard Illumina protocols were used and hybridization was performed by Illumina Inc. USA","standard Illumina protocols were used and scanning was performed by Illumina Inc. USA","WG0087816-DNAE09","Illumina Inc. USA performed the intial data processing (http://res.illumina.com/documents/products/datasheets/datasheet_caninehd.pdf). The standard cluster file that was used as reference when Log R ratios and B allele frequencies were calculated was created with the samples herein by Illumina Inc. USA. Further processing was perfromed by the authors using GenomeStudio V2010.3, Genotyping Module 1.8.4 where the Log R Ratio was corrected for GC content and low quality SNPs and intensity-only SNPs were removed. Remaining number of SNPs used in the CNV calling were 172115.","ID REF, LRR_GCC are Log R ratio values after GC-correction and this was used in the subsequent CNV discovery, Score, Theta, R, Gtype, B Allele Freq, Log R Ratio","GPL17481","Anna-Maja,,Molin","Anna-Maja.Molin@slu.se","Department of Animal Breeding and Genetics","Swedish University of Agricultural Sciences","Gerda Nilssons väg 2","Uppsala","750 07","Sweden","NONE","172115","Dalmatian","Female","blood"
"GSM1330103","WG0087816-DNAF09_Dalmatian","GSM1330103","Public on Mar 28 2014","Feb 18 2014","Mar 28 2014","genomic","1","blood","Canis lupus familiaris","breed: Dalmatian","gender: Male","tissue: blood","genomic DNA","genomic DNA was extracted from blood using standard procedures","biotin","standard Illumina protocols were used and labelling was performed by Illumina Inc. USA","9615","standard Illumina protocols were used and hybridization was performed by Illumina Inc. USA","standard Illumina protocols were used and scanning was performed by Illumina Inc. USA","WG0087816-DNAF09","Illumina Inc. USA performed the intial data processing (http://res.illumina.com/documents/products/datasheets/datasheet_caninehd.pdf). The standard cluster file that was used as reference when Log R ratios and B allele frequencies were calculated was created with the samples herein by Illumina Inc. USA. Further processing was perfromed by the authors using GenomeStudio V2010.3, Genotyping Module 1.8.4 where the Log R Ratio was corrected for GC content and low quality SNPs and intensity-only SNPs were removed. Remaining number of SNPs used in the CNV calling were 172115.","ID REF, LRR_GCC are Log R ratio values after GC-correction and this was used in the subsequent CNV discovery, Score, Theta, R, Gtype, B Allele Freq, Log R Ratio","GPL17481","Anna-Maja,,Molin","Anna-Maja.Molin@slu.se","Department of Animal Breeding and Genetics","Swedish University of Agricultural Sciences","Gerda Nilssons väg 2","Uppsala","750 07","Sweden","NONE","172115","Dalmatian","Male","blood"
"GSM1330104","WG0087816-DNAH08_Dalmatian","GSM1330104","Public on Mar 28 2014","Feb 18 2014","Mar 28 2014","genomic","1","blood","Canis lupus familiaris","breed: Dalmatian","gender: Female","tissue: blood","genomic DNA","genomic DNA was extracted from blood using standard procedures","biotin","standard Illumina protocols were used and labelling was performed by Illumina Inc. USA","9615","standard Illumina protocols were used and hybridization was performed by Illumina Inc. USA","standard Illumina protocols were used and scanning was performed by Illumina Inc. USA","WG0087816-DNAH08","Illumina Inc. USA performed the intial data processing (http://res.illumina.com/documents/products/datasheets/datasheet_caninehd.pdf). The standard cluster file that was used as reference when Log R ratios and B allele frequencies were calculated was created with the samples herein by Illumina Inc. USA. Further processing was perfromed by the authors using GenomeStudio V2010.3, Genotyping Module 1.8.4 where the Log R Ratio was corrected for GC content and low quality SNPs and intensity-only SNPs were removed. Remaining number of SNPs used in the CNV calling were 172115.","ID REF, LRR_GCC are Log R ratio values after GC-correction and this was used in the subsequent CNV discovery, Score, Theta, R, Gtype, B Allele Freq, Log R Ratio","GPL17481","Anna-Maja,,Molin","Anna-Maja.Molin@slu.se","Department of Animal Breeding and Genetics","Swedish University of Agricultural Sciences","Gerda Nilssons väg 2","Uppsala","750 07","Sweden","NONE","172115","Dalmatian","Female","blood"
"GSM1330105","WG0093352-DNAD12_Elkhound","GSM1330105","Public on Mar 28 2014","Feb 18 2014","Mar 28 2014","genomic","1","blood","Canis lupus familiaris","breed: Elkhound","gender: Female","tissue: blood","genomic DNA","genomic DNA was extracted from blood using standard procedures","biotin","standard Illumina protocols were used and labelling was performed by Illumina Inc. USA","9615","standard Illumina protocols were used and hybridization was performed by Illumina Inc. USA","standard Illumina protocols were used and scanning was performed by Illumina Inc. USA","WG0093352-DNAD12","Illumina Inc. USA performed the intial data processing (http://res.illumina.com/documents/products/datasheets/datasheet_caninehd.pdf). The standard cluster file that was used as reference when Log R ratios and B allele frequencies were calculated was created with the samples herein by Illumina Inc. USA. Further processing was perfromed by the authors using GenomeStudio V2010.3, Genotyping Module 1.8.4 where the Log R Ratio was corrected for GC content and low quality SNPs and intensity-only SNPs were removed. Remaining number of SNPs used in the CNV calling were 172115.","ID REF, LRR_GCC are Log R ratio values after GC-correction and this was used in the subsequent CNV discovery, Score, Theta, R, Gtype, B Allele Freq, Log R Ratio","GPL17481","Anna-Maja,,Molin","Anna-Maja.Molin@slu.se","Department of Animal Breeding and Genetics","Swedish University of Agricultural Sciences","Gerda Nilssons väg 2","Uppsala","750 07","Sweden","NONE","172115","Elkhound","Female","blood"
"GSM1330106","WG0093352-DNAE12_Elkhound","GSM1330106","Public on Mar 28 2014","Feb 18 2014","Mar 28 2014","genomic","1","blood","Canis lupus familiaris","breed: Elkhound","gender: Female","tissue: blood","genomic DNA","genomic DNA was extracted from blood using standard procedures","biotin","standard Illumina protocols were used and labelling was performed by Illumina Inc. USA","9615","standard Illumina protocols were used and hybridization was performed by Illumina Inc. USA","standard Illumina protocols were used and scanning was performed by Illumina Inc. USA","WG0093352-DNAE12","Illumina Inc. USA performed the intial data processing (http://res.illumina.com/documents/products/datasheets/datasheet_caninehd.pdf). The standard cluster file that was used as reference when Log R ratios and B allele frequencies were calculated was created with the samples herein by Illumina Inc. USA. Further processing was perfromed by the authors using GenomeStudio V2010.3, Genotyping Module 1.8.4 where the Log R Ratio was corrected for GC content and low quality SNPs and intensity-only SNPs were removed. Remaining number of SNPs used in the CNV calling were 172115.","ID REF, LRR_GCC are Log R ratio values after GC-correction and this was used in the subsequent CNV discovery, Score, Theta, R, Gtype, B Allele Freq, Log R Ratio","GPL17481","Anna-Maja,,Molin","Anna-Maja.Molin@slu.se","Department of Animal Breeding and Genetics","Swedish University of Agricultural Sciences","Gerda Nilssons väg 2","Uppsala","750 07","Sweden","NONE","172115","Elkhound","Female","blood"
"GSM1330107","WG0093352-DNAF12_Elkhound","GSM1330107","Public on Mar 28 2014","Feb 18 2014","Mar 28 2014","genomic","1","blood","Canis lupus familiaris","breed: Elkhound","gender: Female","tissue: blood","genomic DNA","genomic DNA was extracted from blood using standard procedures","biotin","standard Illumina protocols were used and labelling was performed by Illumina Inc. USA","9615","standard Illumina protocols were used and hybridization was performed by Illumina Inc. USA","standard Illumina protocols were used and scanning was performed by Illumina Inc. USA","WG0093352-DNAF12","Illumina Inc. USA performed the intial data processing (http://res.illumina.com/documents/products/datasheets/datasheet_caninehd.pdf). The standard cluster file that was used as reference when Log R ratios and B allele frequencies were calculated was created with the samples herein by Illumina Inc. USA. Further processing was perfromed by the authors using GenomeStudio V2010.3, Genotyping Module 1.8.4 where the Log R Ratio was corrected for GC content and low quality SNPs and intensity-only SNPs were removed. Remaining number of SNPs used in the CNV calling were 172115.","ID REF, LRR_GCC are Log R ratio values after GC-correction and this was used in the subsequent CNV discovery, Score, Theta, R, Gtype, B Allele Freq, Log R Ratio","GPL17481","Anna-Maja,,Molin","Anna-Maja.Molin@slu.se","Department of Animal Breeding and Genetics","Swedish University of Agricultural Sciences","Gerda Nilssons väg 2","Uppsala","750 07","Sweden","NONE","172115","Elkhound","Female","blood"
"GSM1330108","WG0093352-DNAG12_Elkhound","GSM1330108","Public on Mar 28 2014","Feb 18 2014","Mar 28 2014","genomic","1","blood","Canis lupus familiaris","breed: Elkhound","gender: Female","tissue: blood","genomic DNA","genomic DNA was extracted from blood using standard procedures","biotin","standard Illumina protocols were used and labelling was performed by Illumina Inc. USA","9615","standard Illumina protocols were used and hybridization was performed by Illumina Inc. USA","standard Illumina protocols were used and scanning was performed by Illumina Inc. USA","WG0093352-DNAG12","Illumina Inc. USA performed the intial data processing (http://res.illumina.com/documents/products/datasheets/datasheet_caninehd.pdf). The standard cluster file that was used as reference when Log R ratios and B allele frequencies were calculated was created with the samples herein by Illumina Inc. USA. Further processing was perfromed by the authors using GenomeStudio V2010.3, Genotyping Module 1.8.4 where the Log R Ratio was corrected for GC content and low quality SNPs and intensity-only SNPs were removed. Remaining number of SNPs used in the CNV calling were 172115.","ID REF, LRR_GCC are Log R ratio values after GC-correction and this was used in the subsequent CNV discovery, Score, Theta, R, Gtype, B Allele Freq, Log R Ratio","GPL17481","Anna-Maja,,Molin","Anna-Maja.Molin@slu.se","Department of Animal Breeding and Genetics","Swedish University of Agricultural Sciences","Gerda Nilssons väg 2","Uppsala","750 07","Sweden","NONE","172115","Elkhound","Female","blood"
"GSM1330109","WG0093352-DNAH12_Elkhound","GSM1330109","Public on Mar 28 2014","Feb 18 2014","Mar 28 2014","genomic","1","blood","Canis lupus familiaris","breed: Elkhound","gender: Female","tissue: blood","genomic DNA","genomic DNA was extracted from blood using standard procedures","biotin","standard Illumina protocols were used and labelling was performed by Illumina Inc. USA","9615","standard Illumina protocols were used and hybridization was performed by Illumina Inc. USA","standard Illumina protocols were used and scanning was performed by Illumina Inc. USA","WG0093352-DNAH12","Illumina Inc. USA performed the intial data processing (http://res.illumina.com/documents/products/datasheets/datasheet_caninehd.pdf). The standard cluster file that was used as reference when Log R ratios and B allele frequencies were calculated was created with the samples herein by Illumina Inc. USA. Further processing was perfromed by the authors using GenomeStudio V2010.3, Genotyping Module 1.8.4 where the Log R Ratio was corrected for GC content and low quality SNPs and intensity-only SNPs were removed. Remaining number of SNPs used in the CNV calling were 172115.","ID REF, LRR_GCC are Log R ratio values after GC-correction and this was used in the subsequent CNV discovery, Score, Theta, R, Gtype, B Allele Freq, Log R Ratio","GPL17481","Anna-Maja,,Molin","Anna-Maja.Molin@slu.se","Department of Animal Breeding and Genetics","Swedish University of Agricultural Sciences","Gerda Nilssons väg 2","Uppsala","750 07","Sweden","NONE","172115","Elkhound","Female","blood"
"GSM1330110","WG0093353-DNAB01_Elkhound","GSM1330110","Public on Mar 28 2014","Feb 18 2014","Mar 28 2014","genomic","1","blood","Canis lupus familiaris","breed: Elkhound","gender: Female","tissue: blood","genomic DNA","genomic DNA was extracted from blood using standard procedures","biotin","standard Illumina protocols were used and labelling was performed by Illumina Inc. USA","9615","standard Illumina protocols were used and hybridization was performed by Illumina Inc. USA","standard Illumina protocols were used and scanning was performed by Illumina Inc. USA","WG0093353-DNAB01","Illumina Inc. USA performed the intial data processing (http://res.illumina.com/documents/products/datasheets/datasheet_caninehd.pdf). The standard cluster file that was used as reference when Log R ratios and B allele frequencies were calculated was created with the samples herein by Illumina Inc. USA. Further processing was perfromed by the authors using GenomeStudio V2010.3, Genotyping Module 1.8.4 where the Log R Ratio was corrected for GC content and low quality SNPs and intensity-only SNPs were removed. Remaining number of SNPs used in the CNV calling were 172115.","ID REF, LRR_GCC are Log R ratio values after GC-correction and this was used in the subsequent CNV discovery, Score, Theta, R, Gtype, B Allele Freq, Log R Ratio","GPL17481","Anna-Maja,,Molin","Anna-Maja.Molin@slu.se","Department of Animal Breeding and Genetics","Swedish University of Agricultural Sciences","Gerda Nilssons väg 2","Uppsala","750 07","Sweden","NONE","172115","Elkhound","Female","blood"
"GSM1330111","WG0093353-DNAC01_Elkhound","GSM1330111","Public on Mar 28 2014","Feb 18 2014","Mar 28 2014","genomic","1","blood","Canis lupus familiaris","breed: Elkhound","gender: Female","tissue: blood","genomic DNA","genomic DNA was extracted from blood using standard procedures","biotin","standard Illumina protocols were used and labelling was performed by Illumina Inc. USA","9615","standard Illumina protocols were used and hybridization was performed by Illumina Inc. USA","standard Illumina protocols were used and scanning was performed by Illumina Inc. USA","WG0093353-DNAC01","Illumina Inc. USA performed the intial data processing (http://res.illumina.com/documents/products/datasheets/datasheet_caninehd.pdf). The standard cluster file that was used as reference when Log R ratios and B allele frequencies were calculated was created with the samples herein by Illumina Inc. USA. Further processing was perfromed by the authors using GenomeStudio V2010.3, Genotyping Module 1.8.4 where the Log R Ratio was corrected for GC content and low quality SNPs and intensity-only SNPs were removed. Remaining number of SNPs used in the CNV calling were 172115.","ID REF, LRR_GCC are Log R ratio values after GC-correction and this was used in the subsequent CNV discovery, Score, Theta, R, Gtype, B Allele Freq, Log R Ratio","GPL17481","Anna-Maja,,Molin","Anna-Maja.Molin@slu.se","Department of Animal Breeding and Genetics","Swedish University of Agricultural Sciences","Gerda Nilssons väg 2","Uppsala","750 07","Sweden","NONE","172115","Elkhound","Female","blood"
"GSM1330112","WG0093353-DNAD01_Elkhound","GSM1330112","Public on Mar 28 2014","Feb 18 2014","Mar 28 2014","genomic","1","blood","Canis lupus familiaris","breed: Elkhound","gender: Female","tissue: blood","genomic DNA","genomic DNA was extracted from blood using standard procedures","biotin","standard Illumina protocols were used and labelling was performed by Illumina Inc. USA","9615","standard Illumina protocols were used and hybridization was performed by Illumina Inc. USA","standard Illumina protocols were used and scanning was performed by Illumina Inc. USA","WG0093353-DNAD01","Illumina Inc. USA performed the intial data processing (http://res.illumina.com/documents/products/datasheets/datasheet_caninehd.pdf). The standard cluster file that was used as reference when Log R ratios and B allele frequencies were calculated was created with the samples herein by Illumina Inc. USA. Further processing was perfromed by the authors using GenomeStudio V2010.3, Genotyping Module 1.8.4 where the Log R Ratio was corrected for GC content and low quality SNPs and intensity-only SNPs were removed. Remaining number of SNPs used in the CNV calling were 172115.","ID REF, LRR_GCC are Log R ratio values after GC-correction and this was used in the subsequent CNV discovery, Score, Theta, R, Gtype, B Allele Freq, Log R Ratio","GPL17481","Anna-Maja,,Molin","Anna-Maja.Molin@slu.se","Department of Animal Breeding and Genetics","Swedish University of Agricultural Sciences","Gerda Nilssons väg 2","Uppsala","750 07","Sweden","NONE","172115","Elkhound","Female","blood"
"GSM1330113","WG0093353-DNAE01_Elkhound","GSM1330113","Public on Mar 28 2014","Feb 18 2014","Mar 28 2014","genomic","1","blood","Canis lupus familiaris","breed: Elkhound","gender: Female","tissue: blood","genomic DNA","genomic DNA was extracted from blood using standard procedures","biotin","standard Illumina protocols were used and labelling was performed by Illumina Inc. USA","9615","standard Illumina protocols were used and hybridization was performed by Illumina Inc. USA","standard Illumina protocols were used and scanning was performed by Illumina Inc. USA","WG0093353-DNAE01","Illumina Inc. USA performed the intial data processing (http://res.illumina.com/documents/products/datasheets/datasheet_caninehd.pdf). The standard cluster file that was used as reference when Log R ratios and B allele frequencies were calculated was created with the samples herein by Illumina Inc. USA. Further processing was perfromed by the authors using GenomeStudio V2010.3, Genotyping Module 1.8.4 where the Log R Ratio was corrected for GC content and low quality SNPs and intensity-only SNPs were removed. Remaining number of SNPs used in the CNV calling were 172115.","ID REF, LRR_GCC are Log R ratio values after GC-correction and this was used in the subsequent CNV discovery, Score, Theta, R, Gtype, B Allele Freq, Log R Ratio","GPL17481","Anna-Maja,,Molin","Anna-Maja.Molin@slu.se","Department of Animal Breeding and Genetics","Swedish University of Agricultural Sciences","Gerda Nilssons väg 2","Uppsala","750 07","Sweden","NONE","172115","Elkhound","Female","blood"
"GSM1330114","WG0093353-DNAF01_Elkhound","GSM1330114","Public on Mar 28 2014","Feb 18 2014","Mar 28 2014","genomic","1","blood","Canis lupus familiaris","breed: Elkhound","gender: Female","tissue: blood","genomic DNA","genomic DNA was extracted from blood using standard procedures","biotin","standard Illumina protocols were used and labelling was performed by Illumina Inc. USA","9615","standard Illumina protocols were used and hybridization was performed by Illumina Inc. USA","standard Illumina protocols were used and scanning was performed by Illumina Inc. USA","WG0093353-DNAF01","Illumina Inc. USA performed the intial data processing (http://res.illumina.com/documents/products/datasheets/datasheet_caninehd.pdf). The standard cluster file that was used as reference when Log R ratios and B allele frequencies were calculated was created with the samples herein by Illumina Inc. USA. Further processing was perfromed by the authors using GenomeStudio V2010.3, Genotyping Module 1.8.4 where the Log R Ratio was corrected for GC content and low quality SNPs and intensity-only SNPs were removed. Remaining number of SNPs used in the CNV calling were 172115.","ID REF, LRR_GCC are Log R ratio values after GC-correction and this was used in the subsequent CNV discovery, Score, Theta, R, Gtype, B Allele Freq, Log R Ratio","GPL17481","Anna-Maja,,Molin","Anna-Maja.Molin@slu.se","Department of Animal Breeding and Genetics","Swedish University of Agricultural Sciences","Gerda Nilssons väg 2","Uppsala","750 07","Sweden","NONE","172115","Elkhound","Female","blood"
"GSM1330115","WG0093353-DNAG01_Elkhound","GSM1330115","Public on Mar 28 2014","Feb 18 2014","Mar 28 2014","genomic","1","blood","Canis lupus familiaris","breed: Elkhound","gender: Female","tissue: blood","genomic DNA","genomic DNA was extracted from blood using standard procedures","biotin","standard Illumina protocols were used and labelling was performed by Illumina Inc. USA","9615","standard Illumina protocols were used and hybridization was performed by Illumina Inc. USA","standard Illumina protocols were used and scanning was performed by Illumina Inc. USA","WG0093353-DNAG01","Illumina Inc. USA performed the intial data processing (http://res.illumina.com/documents/products/datasheets/datasheet_caninehd.pdf). The standard cluster file that was used as reference when Log R ratios and B allele frequencies were calculated was created with the samples herein by Illumina Inc. USA. Further processing was perfromed by the authors using GenomeStudio V2010.3, Genotyping Module 1.8.4 where the Log R Ratio was corrected for GC content and low quality SNPs and intensity-only SNPs were removed. Remaining number of SNPs used in the CNV calling were 172115.","ID REF, LRR_GCC are Log R ratio values after GC-correction and this was used in the subsequent CNV discovery, Score, Theta, R, Gtype, B Allele Freq, Log R Ratio","GPL17481","Anna-Maja,,Molin","Anna-Maja.Molin@slu.se","Department of Animal Breeding and Genetics","Swedish University of Agricultural Sciences","Gerda Nilssons väg 2","Uppsala","750 07","Sweden","NONE","172115","Elkhound","Female","blood"
"GSM1330116","WG0093353-DNAH01_Elkhound","GSM1330116","Public on Mar 28 2014","Feb 18 2014","Mar 28 2014","genomic","1","blood","Canis lupus familiaris","breed: Elkhound","gender: Female","tissue: blood","genomic DNA","genomic DNA was extracted from blood using standard procedures","biotin","standard Illumina protocols were used and labelling was performed by Illumina Inc. USA","9615","standard Illumina protocols were used and hybridization was performed by Illumina Inc. USA","standard Illumina protocols were used and scanning was performed by Illumina Inc. USA","WG0093353-DNAH01","Illumina Inc. USA performed the intial data processing (http://res.illumina.com/documents/products/datasheets/datasheet_caninehd.pdf). The standard cluster file that was used as reference when Log R ratios and B allele frequencies were calculated was created with the samples herein by Illumina Inc. USA. Further processing was perfromed by the authors using GenomeStudio V2010.3, Genotyping Module 1.8.4 where the Log R Ratio was corrected for GC content and low quality SNPs and intensity-only SNPs were removed. Remaining number of SNPs used in the CNV calling were 172115.","ID REF, LRR_GCC are Log R ratio values after GC-correction and this was used in the subsequent CNV discovery, Score, Theta, R, Gtype, B Allele Freq, Log R Ratio","GPL17481","Anna-Maja,,Molin","Anna-Maja.Molin@slu.se","Department of Animal Breeding and Genetics","Swedish University of Agricultural Sciences","Gerda Nilssons väg 2","Uppsala","750 07","Sweden","NONE","172115","Elkhound","Female","blood"
