"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","molecule_ch1","extract_protocol_ch1","label_ch1","label_protocol_ch1","taxid_ch1","hyb_protocol","scan_protocol","description","data_processing","data_processing.1","platform_id","contact_name","contact_email","contact_phone","contact_laboratory","contact_department","contact_institute","contact_address","contact_city","contact_state","contact_zip/postal_code","contact_country","supplementary_file","supplementary_file.1","data_row_count","breed:ch1"
"GSM4987234","FlatCoatedRetriever80","GSM4987234","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987234/suppl/GSM4987234_8115953005_R01C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987234/suppl/GSM4987234_8115953005_R01C02_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987235","FlatCoatedRetriever81","GSM4987235","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987235/suppl/GSM4987235_5666151004_R04C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987235/suppl/GSM4987235_5666151004_R04C02_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987236","FlatCoatedRetriever82","GSM4987236","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987236/suppl/GSM4987236_5666151004_R05C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987236/suppl/GSM4987236_5666151004_R05C02_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987237","FlatCoatedRetriever83","GSM4987237","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987237/suppl/GSM4987237_5666151004_R06C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987237/suppl/GSM4987237_5666151004_R06C02_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987238","FlatCoatedRetriever84","GSM4987238","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987238/suppl/GSM4987238_9255473015_R03C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987238/suppl/GSM4987238_9255473015_R03C02_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987239","FlatCoatedRetriever85","GSM4987239","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987239/suppl/GSM4987239_8115953037_R03C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987239/suppl/GSM4987239_8115953037_R03C01_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987240","FlatCoatedRetriever86","GSM4987240","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987240/suppl/GSM4987240_9388954066_R01C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987240/suppl/GSM4987240_9388954066_R01C01_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987241","FlatCoatedRetriever87","GSM4987241","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987241/suppl/GSM4987241_202915900037_R05C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987241/suppl/GSM4987241_202915900037_R05C01_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987242","FlatCoatedRetriever88","GSM4987242","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987242/suppl/GSM4987242_9388954066_R02C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987242/suppl/GSM4987242_9388954066_R02C01_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987243","FlatCoatedRetriever89","GSM4987243","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987243/suppl/GSM4987243_202915900037_R06C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987243/suppl/GSM4987243_202915900037_R06C01_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987244","FlatCoatedRetriever90","GSM4987244","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987244/suppl/GSM4987244_202915900037_R01C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987244/suppl/GSM4987244_202915900037_R01C02_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987245","FlatCoatedRetriever91","GSM4987245","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987245/suppl/GSM4987245_9388954066_R03C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987245/suppl/GSM4987245_9388954066_R03C01_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987246","FlatCoatedRetriever92","GSM4987246","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987246/suppl/GSM4987246_5666151005_R01C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987246/suppl/GSM4987246_5666151005_R01C01_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987247","FlatCoatedRetriever93","GSM4987247","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987247/suppl/GSM4987247_5666151005_R02C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987247/suppl/GSM4987247_5666151005_R02C01_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987248","FlatCoatedRetriever94","GSM4987248","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987248/suppl/GSM4987248_5666151005_R03C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987248/suppl/GSM4987248_5666151005_R03C01_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987249","FlatCoatedRetriever95","GSM4987249","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987249/suppl/GSM4987249_5666151005_R04C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987249/suppl/GSM4987249_5666151005_R04C01_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987250","FlatCoatedRetriever96","GSM4987250","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987250/suppl/GSM4987250_8115953043_R01C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987250/suppl/GSM4987250_8115953043_R01C01_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987251","FlatCoatedRetriever97","GSM4987251","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987251/suppl/GSM4987251_8115953037_R01C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987251/suppl/GSM4987251_8115953037_R01C02_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987252","FlatCoatedRetriever98","GSM4987252","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987252/suppl/GSM4987252_5666151005_R05C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987252/suppl/GSM4987252_5666151005_R05C01_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987253","FlatCoatedRetriever99","GSM4987253","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987253/suppl/GSM4987253_5666151005_R06C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987253/suppl/GSM4987253_5666151005_R06C01_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987254","FlatCoatedRetriever100","GSM4987254","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987254/suppl/GSM4987254_5666151005_R01C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987254/suppl/GSM4987254_5666151005_R01C02_Red.idat.gz","0","Flatcoated Retriever"
